*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-03 15:06:02:335843,"Robot State: , Child Name"
2017-11-03 15:06:02:345507,"Robot State: , Face Tracking is OFF"
2017-11-03 15:06:03:059077,"Robot State: , Face Tracking is ON"
2017-11-03 15:06:04:061590,"Robot State: , Introduce Nao Started"
2017-11-03 15:06:05:629219,"Robot State: , Introduce Nao Ended"
2017-11-03 15:06:05:792543,"Robot State: , Face Tracking is OFF"
2017-11-03 15:06:06:809433,"Robot State: , Looking at The Book"
2017-11-03 15:06:07:398384,"Robot State: , TaskONE Selected"
2017-11-03 15:06:08:408720,"Robot State: , Looking at The Book"
2017-11-03 15:06:10:527751,"Robot State: , Reading Mode Started"
2017-11-03 15:06:15:073939,"Position: x: 0.205240264535
y: 0.0908411741257
z: 0.249227643013
x: 0.0165770314634
y: 0.319470316172
z: -0.0967260450125
w: 1.0"
2017-11-03 15:06:15:073688,"Current Word: ,\rspd=70\  HEY!		"
2017-11-03 15:06:15:635590,"Position: x: 0.205112040043
y: 0.096526235342
z: 0.249366521835
x: 0.0113754579797
y: 0.319613873959
z: -0.069101087749
w: 1.0"
2017-11-03 15:06:15:635763,"Current Word: ,\rspd=70\  would you"
2017-11-03 15:06:16:913867,"Position: x: 0.208513766527
y: 0.0997713729739
z: 0.25979295373
x: 0.0134066659957
y: 0.269354254007
z: -0.0517902486026
w: 1.0"
2017-11-03 15:06:16:914308,"Current Word: ,\rspd=70\ like"
2017-11-03 15:06:18:173165,"Position: x: 0.208224788308
y: 0.0916748344898
z: 0.257987976074
x: 0.00438502663746
y: 0.277153551579
z: -0.0899453312159
w: 1.0"
2017-11-03 15:06:18:174132,"Current Word: ,\rspd=70\ to know"
2017-11-03 15:06:19:412821,"Position: x: 0.207077100873
y: 0.0841469168663
z: 0.254905760288
x: 0.00174016237725
y: 0.29109570384
z: -0.126707315445
w: 1.0"
2017-11-03 15:06:19:413352,"Current Word: ,\rspd=70\ a"
2017-11-03 15:06:20:652981,"Position: x: 0.206089556217
y: 0.0766087919474
z: 0.253666013479
x: 0.00443483842537
y: 0.295761048794
z: -0.165455877781
w: 1.0"
2017-11-03 15:06:20:653322,"Current Word: ,\rspd=70\ secret?		"
2017-11-03 15:06:21:532105,"Position: x: 0.202523365617
y: 0.0979781374335
z: 0.243807941675
x: 0.0149454521015
y: 0.347220569849
z: -0.062434181571
w: 1.0"
2017-11-03 15:06:21:532426,"Current Word: ,\rspd=70\ well"
2017-11-03 15:06:22:823678,"Position: x: 0.204013153911
y: 0.0998988673091
z: 0.247589722276
x: 0.0151224434376
y: 0.328867822886
z: -0.0513620041311
w: 1.0"
2017-11-03 15:06:22:824097,"Current Word: ,\rspd=70\ everyone"
2017-11-03 15:06:24:112688,"Position: x: 0.203650206327
y: 0.0913701578975
z: 0.246074527502
x: 0.00402175076306
y: 0.335021436214
z: -0.0933492109179
w: 1.0"
2017-11-03 15:06:24:113810,"Current Word: ,\rspd=70\ thinks"
2017-11-03 15:06:25:351433,"Position: x: 0.202849969268
y: 0.0827295556664
z: 0.244372710586
x: 0.0101539893076
y: 0.342079371214
z: -0.137299418449
w: 1.0"
2017-11-03 15:06:25:352218,"Current Word: ,\rspd=70\ I am"
2017-11-03 15:06:26:573816,"Position: x: 0.202207177877
y: 0.0764090195298
z: 0.24334320426
x: 0.0110316686332
y: 0.346041798592
z: -0.168439924717
w: 1.0"
2017-11-03 15:06:26:574136,"Current Word: ,\rspd=70\ only			"
2017-11-03 15:06:27:518775,"Current Word: ,\rspd=70\  big"
2017-11-03 15:06:27:518969,"Position: x: 0.197645694017
y: 0.101162619889
z: 0.233210891485
x: 0.0168535578996
y: 0.400790840387
z: -0.047581743449
w: 1.0"
2017-11-03 15:06:28:602753,"Position: x: 0.197795450687
y: 0.103003367782
z: 0.233845308423
x: 0.0151251144707
y: 0.398068189621
z: -0.0374580062926
w: 1.0"
2017-11-03 15:06:28:603306,"Current Word: ,\rspd=70\ and"
2017-11-03 15:06:29:672227,"Position: x: 0.197772845626
y: 0.0972956269979
z: 0.233085781336
x: 0.00566030293703
y: 0.400926798582
z: -0.0656809061766
w: 1.0"
2017-11-03 15:06:29:672781,"Current Word: ,\rspd=70\ cute"
2017-11-03 15:06:30:711223,"Position: x: 0.196513310075
y: 0.0908983424306
z: 0.230476513505
x: 0.00321833975613
y: 0.412786930799
z: -0.0992989689112
w: 1.0"
2017-11-03 15:06:30:711620,"Current Word: ,\rspd=70\ but"
2017-11-03 15:06:31:731634,"Current Word: ,\rspd=70\ really"
