*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:02:53:792184,Child Name:,Child Name
2017-11-20 17:02:53:797967,On or OFF:,Face Tracking is OFF
2017-11-20 17:02:54:584215,On or OFF:,Face Tracking is ON
2017-11-20 17:02:55:588752,Robot State:,Introduce Nao Started
2017-11-20 17:02:58:294928,Robot State:,Introduce Nao Ended
2017-11-20 17:02:58:517578,On or OFF:,Face Tracking is OFF
2017-11-20 17:02:59:550825,Robot State:,Looking at The Book
2017-11-20 17:03:02:008112,Robot State:,TaskONE Selected
2017-11-20 17:03:03:026665,Robot State:,Looking at The Book
2017-11-20 17:03:03:551725,Current State of Reading: ,False
2017-11-20 17:03:03:704885,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:03:05:239320,Robot State:,Reading Mode Started
2017-11-20 17:03:09:832743,Robot Hand Pose: ,"x: 0.20200124383
y: 0.112614363432
z: 0.244546949863
x: 0.0194254536182
y: 0.34592679143
z: 0.0093092340976
w: 1.0"
2017-11-20 17:03:09:833920,Current Word:,\rspd=70\  HOOT
2017-11-20 17:03:12:670792,Robot Hand Pose: ,"x: 0.21176160872
y: 0.0894693732262
z: 0.269132912159
x: 0.00149958091788
y: 0.223915502429
z: -0.097941018641
w: 1.0"
2017-11-20 17:03:12:671336,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:03:13:672261,Robot Hand Pose: ,"x: 0.202695399523
y: 0.118516877294
z: 0.248736053705
x: 0.0142737654969
y: 0.326094806194
z: 0.0411298274994
w: 1.0"
2017-11-20 17:03:13:673195,Current Word:,\rspd=70\  Don't
2017-11-20 17:03:14:988829,Robot Hand Pose: ,"x: 0.205049648881
y: 0.120537169278
z: 0.255452156067
x: 0.00868648570031
y: 0.293389767408
z: 0.0511565469205
w: 1.0"
2017-11-20 17:03:14:989422,Current Word:,\rspd=70\ listen
2017-11-20 17:03:16:293634,Robot Hand Pose: ,"x: 0.206235900521
y: 0.112071335316
z: 0.255971968174
x: 0.000131417764351
y: 0.289744079113
z: 0.010815420188
w: 1.0"
2017-11-20 17:03:16:294644,Current Word:,\rspd=70\ to
2017-11-20 17:03:17:610445,Robot Hand Pose: ,"x: 0.206973493099
y: 0.103007376194
z: 0.255872607231
x: 0.00116133980919
y: 0.289006590843
z: -0.0338516607881
w: 1.0"
2017-11-20 17:03:17:610915,Current Word:,\rspd=70\ that
2017-11-20 17:03:18:910968,Current Word:,\rspd=70\ tiny
2017-11-20 17:03:18:911360,Robot Hand Pose: ,"x: 0.207585379481
y: 0.0934918299317
z: 0.256092190742
x: 0.00495030544698
y: 0.286734461784
z: -0.0802829563618
w: 1.0"
2017-11-20 17:03:20:229073,Robot Hand Pose: ,"x: 0.207638472319
y: 0.0839374884963
z: 0.256269097328
x: 0.00894935708493
y: 0.284592181444
z: -0.126692160964
w: 1.0"
2017-11-20 17:03:20:229765,Current Word:,\rspd=70\ little
2017-11-20 17:03:21:589332,Robot Hand Pose: ,"x: 0.207244545221
y: 0.0744563490152
z: 0.256479561329
x: 0.0113144665956
y: 0.282312333584
z: -0.173060283065
w: 1.0"
2017-11-20 17:03:21:590017,Current Word:,\rspd=70\  rabbit 			
2017-11-20 17:03:22:996475,Current Word:,\rspd=70\  I am
2017-11-20 17:03:22:995697,Robot Hand Pose: ,"x: 0.197763681412
y: 0.121887117624
z: 0.238412559032
x: 0.0107468096539
y: 0.378471642733
z: 0.0598394498229
w: 1.0"
2017-11-20 17:03:24:108233,Robot Hand Pose: ,"x: 0.197732552886
y: 0.123174794018
z: 0.238820612431
x: 0.0115988040343
y: 0.376655757427
z: 0.0663758218288
w: 1.0"
2017-11-20 17:03:24:109048,Current Word:,\rspd=70\ the
2017-11-20 17:03:25:249780,Current Word:,\rspd=70\ wisest
