*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 19:37:06:510373,Child Name:,Child Name
2017-11-28 19:37:06:514327,On or OFF:,Face Tracking is OFF
2017-11-28 19:37:07:384487,On or OFF:,Face Tracking is ON
2017-11-28 19:37:08:389061,Robot State:,Introduce Nao Started
2017-11-28 19:37:11:066634,Robot State:,Introduce Nao Ended
2017-11-28 19:37:11:517430,On or OFF:,Face Tracking is OFF
2017-11-28 19:37:12:534146,Robot State:,Looking at The Book
2017-11-28 19:37:13:115379,Robot State:,TaskONE Selected
2017-11-28 19:37:14:135682,Robot State:,Looking at The Book
2017-11-28 19:37:14:646655,Current State of Reading: ,False
2017-11-28 19:37:14:653626,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:37:16:224390,Robot State:,Reading Mode Started
2017-11-28 19:37:20:699879,Robot Hand Pose: ,"x: 0.184160858393
y: 0.103070884943
z: 0.209778755903
x: 0.0157526545227
y: 0.524479031563
z: -0.0399805046618
w: 1.0"
2017-11-28 19:37:20:700768,Current Word:,\rspd=80\  The
2017-11-28 19:37:20:802945,Robot State:,0.1
2017-11-28 19:37:21:936324,Robot Hand Pose: ,"x: 0.196045637131
y: 0.0955451875925
z: 0.229933962226
x: 0.0102594476193
y: 0.416648089886
z: -0.0739580914378
w: 1.0"
2017-11-28 19:37:21:936536,Current Word:,\rspd=80\ children
2017-11-28 19:37:22:037974,Robot State:,0.1
2017-11-28 19:37:23:176763,Robot Hand Pose: ,"x: 0.196768984199
y: 0.0858197435737
z: 0.230411678553
x: 0.00625354843214
y: 0.412249386311
z: -0.122663542628
w: 1.0"
2017-11-28 19:37:23:177300,Current Word:,\rspd=80\ went
2017-11-28 19:37:23:280899,Robot State:,0.1
2017-11-28 19:37:24:437257,Robot Hand Pose: ,"x: 0.197198748589
y: 0.0771220996976
z: 0.232259333134
x: 0.0155215896666
y: 0.401108294725
z: -0.16751396656
w: 1.0"
2017-11-28 19:37:24:438133,Current Word:,\rspd=80\ outside			
2017-11-28 19:37:24:543633,Robot State:,0.1
2017-11-28 19:37:25:157460,Robot Hand Pose: ,"x: 0.187336802483
y: 0.0943097248673
z: 0.214435905218
x: 0.0112557848915
y: 0.497068077326
z: -0.0838215723634
w: 1.0"
2017-11-28 19:37:25:158680,Current Word:,\rspd=80\	They
2017-11-28 19:37:25:261096,Robot State:,0.1
2017-11-28 19:37:26:396950,Robot Hand Pose: ,"x: 0.190187573433
y: 0.0954870507121
z: 0.219097048044
x: 0.0103190522641
y: 0.47279343009
z: -0.0746420025826
w: 1.0"
2017-11-28 19:37:26:397148,Current Word:,\rspd=80\  broke
2017-11-28 19:37:26:499298,Robot State:,0.1
2017-11-28 19:37:27:636443,Robot Hand Pose: ,"x: 0.190956890583
y: 0.0861945450306
z: 0.220465540886
x: 0.014909170568
y: 0.463532090187
z: -0.124171219766
w: 1.0"
2017-11-28 19:37:27:636621,Current Word:,\rspd=80\ the
2017-11-28 19:37:27:738762,Robot State:,0.1
2017-11-28 19:37:28:902325,Robot Hand Pose: ,"x: 0.191538214684
y: 0.0764837712049
z: 0.222175002098
x: 0.0178189035505
y: 0.452336937189
z: -0.175201401114
w: 1.0"
2017-11-28 19:37:28:902589,Current Word:,\rspd=80\ tree
2017-11-28 19:37:29:010530,Robot State:,0.1
2017-11-28 19:37:30:234336,Robot State:,Looking at The Book
2017-11-28 19:37:33:918122,Detected Cards: ,RED Card Detected
2017-11-28 19:37:34:003846,Current State of Reading: ,Correcting Mode
2017-11-28 19:37:34:020913,Robot State:,Looking at The Book
2017-11-28 19:37:34:026896,Robot State:,Reaction Mode Started
2017-11-28 19:37:34:189721,Detected Cards: ,RED Card Detected
2017-11-28 19:37:46:053016,Robot State:,Looking at The Book
2017-11-28 19:37:46:584198,Robot State:,Reaction Mode Ended
2017-11-28 19:37:46:817607,Current State of Reading: ,Waiting for Green-card
2017-11-28 19:37:48:441653,Robot State:,Reading Mode Started
2017-11-28 19:37:52:177468,Robot Hand Pose: ,"x: 0.184174612164
y: 0.103500328958
z: 0.20992590487
x: -0.00560686038807
y: 0.523833215237
z: -0.0364561639726
w: 1.0"
2017-11-28 19:37:52:178112,Current Word:,\rspd=80\  The
2017-11-28 19:37:52:280260,Robot State:,0.1
2017-11-28 19:37:53:417041,Robot Hand Pose: ,"x: 0.196016043425
y: 0.0957313850522
z: 0.229018583894
x: 0.00414551654831
y: 0.421379446983
z: -0.0726558566093
w: 1.0"
2017-11-28 19:37:53:418257,Current Word:,\rspd=80\ children
2017-11-28 19:37:53:520886,Robot State:,0.1
2017-11-28 19:37:54:675330,Robot Hand Pose: ,"x: 0.196621075273
y: 0.0859733819962
z: 0.230117857456
x: 0.00449610874057
y: 0.413816511631
z: -0.122712120414
w: 1.0"
