*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-29 14:38:52:234924,Child Name:,Child Name
2017-11-29 14:38:52:238928,On or OFF:,Face Tracking is OFF
2017-11-29 14:38:53:020917,On or OFF:,Face Tracking is ON
2017-11-29 14:38:54:024801,Robot State:,Introduce Nao Started
2017-11-29 14:38:56:497683,Robot State:,Introduce Nao Ended
2017-11-29 14:38:57:123987,On or OFF:,Face Tracking is OFF
2017-11-29 14:38:58:141071,Robot State:,Looking at The Book
2017-11-29 14:38:58:668837,Robot State:,TaskONE Selected
2017-11-29 14:38:59:681281,Robot State:,Looking at The Book
2017-11-29 14:39:00:185410,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:203685,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:203957,Current State of Reading: ,False
2017-11-29 14:39:00:211936,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:212418,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:212342,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:213174,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:213662,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:214086,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:215815,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:216604,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:216959,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:217128,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:217980,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:218206,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:218347,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:218297,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:218782,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:219430,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:218860,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:219632,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:219934,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:220573,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:220773,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:221750,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:221477,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:221935,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:222275,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:222420,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:273720,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:275273,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:275538,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:371989,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:372215,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:372324,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:478560,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:479987,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:480231,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:568900,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:569187,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:569133,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:769314,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:769466,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:769589,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:877973,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:878779,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:00:878642,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:978278,Detected ARTags: ,"32, 33"
2017-11-29 14:39:00:979059,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:00:979943,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:179550,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:180616,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:180888,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:278832,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:279679,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:279434,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:378603,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:379311,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:379806,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:479095,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:479478,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:479736,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:580635,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:581365,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:581585,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:679232,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:679552,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:679964,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:774758,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:775232,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:775826,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:797966,Robot State:,Reading Mode Started
2017-11-29 14:39:01:799325,Current State of Correction: ,False
2017-11-29 14:39:01:877693,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:879840,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:879624,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:01:977826,Detected ARTags: ,"32, 33"
2017-11-29 14:39:01:979234,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:01:979373,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:078667,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:080807,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:080553,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:181350,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:181909,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:182211,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:280512,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:280971,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:281266,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:373670,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:374040,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:374208,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:570035,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:570325,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:570415,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:668577,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:668877,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:668937,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:768179,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:768692,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:768648,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:884378,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:885701,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:02:885469,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:968944,Detected ARTags: ,"32, 33"
2017-11-29 14:39:02:969155,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:02:969265,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:078332,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:078929,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:079018,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:178297,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:178925,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:179090,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:273882,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:275069,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:275224,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:377302,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:378369,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:378016,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:479891,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:482109,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:481771,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:577823,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:579241,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:579371,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:669976,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:670529,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:670591,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:769025,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:769363,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:769425,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:872829,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:873798,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:873934,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:03:978963,Detected ARTags: ,"32, 33"
2017-11-29 14:39:03:979312,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:03:979574,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:066184,Robot Hand Pose: ,"x: 0.18119302392
y: 0.0505972914398
z: 0.210907667875
x: -0.011245473288
y: 0.504058539867
z: -0.323577582836
w: 1.0"
2017-11-29 14:39:04:067284,Current Word:,\rspd=75\  Wilf
2017-11-29 14:39:04:082864,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:083870,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:083984,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:170386,Robot State:,0.1
2017-11-29 14:39:04:268757,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:269123,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:269070,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:368815,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:369061,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:369161,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:472175,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:472883,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:472972,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:579206,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:579881,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:580125,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:681684,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:682595,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:683048,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:781364,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:781983,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:782261,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:805804,Robot Hand Pose: ,"x: 0.191610097885
y: 0.0417035445571
z: 0.232170030475
x: 0.0226111225784
y: 0.394664645195
z: -0.350549131632
w: 1.0"
2017-11-29 14:39:04:806039,Current Word:,\rspd=75\ and
2017-11-29 14:39:04:871425,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:872388,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:04:872479,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:908190,Robot State:,0.1
2017-11-29 14:39:04:975564,Detected ARTags: ,"32, 33"
2017-11-29 14:39:04:976792,Detected ARTags: ,"[32, 33]"
2017-11-29 14:39:04:976936,Current State of Reading: ,Waiting for Red-card
2017-11-29 14:39:05:544553,Robot Hand Pose: ,"x: 0.190183341503
y: 0.0385202020407
z: 0.231432452798
x: 0.0335598476231
y: 0.396586835384
z: -0.38088619709
w: 1.0"
2017-11-29 14:39:05:545441,Current Word:,\rspd=75\ Wilma
2017-11-29 14:39:05:647805,Robot State:,0.1
2017-11-29 14:39:06:283369,Robot Hand Pose: ,"x: 0.188488140702
y: 0.0335716232657
z: 0.232225999236
x: 0.0365038104355
y: 0.388868868351
z: -0.433334290981
w: 1.0"
2017-11-29 14:39:06:284256,Current Word:,\rspd=75\ came
2017-11-29 14:39:06:387889,Robot State:,0.1
2017-11-29 14:39:07:026323,Current Word:,\rspd=75\ to
2017-11-29 14:39:07:026706,Robot Hand Pose: ,"x: 0.186142101884
y: 0.0284325163811
z: 0.232559546828
x: 0.0351353883743
y: 0.382993519306
z: -0.48751360178
w: 1.0"
2017-11-29 14:39:07:128931,Robot State:,0.1
