*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 19:40:43:002011,Child Name:,Child Name
2017-11-28 19:40:43:022911,On or OFF:,Face Tracking is OFF
2017-11-28 19:40:43:766250,On or OFF:,Face Tracking is ON
2017-11-28 19:40:44:767837,Robot State:,Introduce Nao Started
2017-11-28 19:40:47:442391,Robot State:,Introduce Nao Ended
2017-11-28 19:40:47:683163,On or OFF:,Face Tracking is OFF
2017-11-28 19:40:48:711875,Robot State:,Looking at The Book
2017-11-28 19:40:49:305232,Robot State:,TaskONE Selected
2017-11-28 19:40:50:331815,Robot State:,Looking at The Book
2017-11-28 19:40:50:858486,Current State of Reading: ,False
2017-11-28 19:40:50:873782,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:40:52:524438,Robot State:,Reading Mode Started
2017-11-28 19:40:57:014940,Robot Hand Pose: ,"x: 0.185579493642
y: 0.101979568601
z: 0.211429312825
x: 0.0160948671401
y: 0.515051722527
z: -0.0455083101988
w: 1.0"
2017-11-28 19:40:57:015642,Current Word:,\rspd=75\  Dad
2017-11-28 19:40:57:119334,Robot State:,0.1
2017-11-28 19:40:58:172995,Robot Hand Pose: ,"x: 0.196453601122
y: 0.0953441336751
z: 0.22944752872
x: 0.0118899364024
y: 0.418943494558
z: -0.0760039612651
w: 1.0"
2017-11-28 19:40:58:173595,Current Word:,\rspd=75\ helped
2017-11-28 19:40:58:275532,Robot State:,0.1
2017-11-28 19:40:59:318933,Current Word:,\rspd=75\ the
2017-11-28 19:40:59:318974,Robot Hand Pose: ,"x: 0.196353033185
y: 0.0861171111465
z: 0.229825675488
x: 0.00851045176387
y: 0.415185779333
z: -0.12291803211
w: 1.0"
2017-11-28 19:40:59:421095,Robot State:,0.1
2017-11-28 19:41:00:473334,Robot Hand Pose: ,"x: 0.195556372404
y: 0.078253723681
z: 0.229023575783
x: 0.0136111937463
y: 0.417887747288
z: -0.163019433618
w: 1.0"
2017-11-28 19:41:00:473648,Current Word:,\rspd=75\ children			
2017-11-28 19:41:00:576214,Robot State:,0.1
2017-11-28 19:41:01:139411,Robot Hand Pose: ,"x: 0.187307357788
y: 0.0920570120215
z: 0.213977411389
x: 0.0129038440064
y: 0.498996198177
z: -0.0960719808936
w: 1.0"
2017-11-28 19:41:01:140391,Current Word:,\rspd=75\  He
2017-11-28 19:41:01:242490,Robot State:,0.1
2017-11-28 19:41:02:294301,Robot Hand Pose: ,"x: 0.190491616726
y: 0.0954239964485
z: 0.21928524971
x: 0.0138168344274
y: 0.471695095301
z: -0.0764792114496
w: 1.0"
2017-11-28 19:41:02:295744,Current Word:,\rspd=75\  cleaned
2017-11-28 19:41:02:397848,Robot State:,0.1
2017-11-28 19:41:03:454081,Robot Hand Pose: ,"x: 0.190822318196
y: 0.086246073246
z: 0.219647854567
x: 0.0141292186454
y: 0.467812240124
z: -0.124410875142
w: 1.0"
2017-11-28 19:41:03:454437,Current Word:,\rspd=75\ the
2017-11-28 19:41:03:560078,Robot State:,0.1
2017-11-28 19:41:04:613540,Robot Hand Pose: ,"x: 0.190390884876
y: 0.0781100168824
z: 0.219699770212
x: 0.0179539062083
y: 0.465736180544
z: -0.167319223285
w: 1.0"
2017-11-28 19:41:04:613405,Current Word:,\rspd=75\ roof 
2017-11-28 19:41:04:717128,Robot State:,0.1
2017-11-28 19:41:05:931685,Robot State:,Looking at The Book
2017-11-28 19:41:09:751422,Robot State:,Looking at The Book
2017-11-28 19:41:25:394529,Detected Cards: ,YELLOW Card Detected
2017-11-28 19:41:25:502826,Current State of Reading: ,Repeat Wrong Mode
2017-11-28 19:41:25:508555,Detected Cards: ,YELLOW Card Detected
2017-11-28 19:41:25:803802,Current State of Reading: ,Repeat Wrong Mode
2017-11-28 19:41:25:925286,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:41:27:318429,Robot State:,Reading Mode Started
2017-11-28 19:41:31:431892,Robot Hand Pose: ,"x: 0.186493188143
y: 0.100998193026
z: 0.212672680616
x: 0.0159597303718
y: 0.508120417595
z: -0.0526008009911
w: 1.0"
2017-11-28 19:41:31:433637,Current Word:,\rspd=75\  Dad
2017-11-28 19:41:31:535763,Robot State:,0.1
2017-11-28 19:41:32:620252,Robot Hand Pose: ,"x: 0.197287917137
y: 0.09418322891
z: 0.231638088822
x: 0.0116050131619
y: 0.407535195351
z: -0.0825202092528
w: 1.0"
2017-11-28 19:41:32:621581,Current Word:,\rspd=75\ helped
2017-11-28 19:41:32:724591,Robot State:,0.1
2017-11-28 19:41:33:775876,Robot Hand Pose: ,"x: 0.198059394956
y: 0.0853210687637
z: 0.232982933521
x: 0.00803365372121
y: 0.399212598801
z: -0.125661566854
w: 1.0"
2017-11-28 19:41:33:776752,Current Word:,\rspd=75\ the
2017-11-28 19:41:33:880284,Robot State:,0.1
2017-11-28 19:41:34:912620,Robot Hand Pose: ,"x: 0.198255747557
y: 0.0768985301256
z: 0.234336614609
x: 0.015320090577
y: 0.390700101852
z: -0.168677598238
w: 1.0"
2017-11-28 19:41:34:913968,Current Word:,\rspd=75\ children			
2017-11-28 19:41:35:016634,Robot State:,0.1
2017-11-28 19:41:35:612583,Robot Hand Pose: ,"x: 0.188510373235
y: 0.0916683152318
z: 0.215968474746
x: 0.0131967319176
y: 0.488289624453
z: -0.0976141616702
w: 1.0"
2017-11-28 19:41:35:612471,Current Word:,\rspd=75\  He
2017-11-28 19:41:35:714375,Robot State:,0.1
2017-11-28 19:41:36:760781,Robot Hand Pose: ,"x: 0.192070186138
y: 0.0940894261003
z: 0.221785515547
x: 0.0149302333593
y: 0.458257883787
z: -0.0832382068038
w: 1.0"
2017-11-28 19:41:36:761284,Current Word:,\rspd=75\  cleaned
2017-11-28 19:41:36:863837,Robot State:,0.1
2017-11-28 19:41:37:915882,Robot Hand Pose: ,"x: 0.192329496145
y: 0.085892572999
z: 0.222672849894
x: 0.0151274465024
y: 0.451828271151
z: -0.125751242042
w: 1.0"
2017-11-28 19:41:37:917081,Current Word:,\rspd=75\ the
2017-11-28 19:41:38:023970,Robot State:,0.1
2017-11-28 19:41:39:092633,Robot Hand Pose: ,"x: 0.192445650697
y: 0.0767540484667
z: 0.223604679108
x: 0.0201983340085
y: 0.445172309875
z: -0.172924205661
w: 1.0"
2017-11-28 19:41:39:093452,Current Word:,\rspd=75\ roof 
2017-11-28 19:41:39:196446,Robot State:,0.1
2017-11-28 19:41:40:409342,Robot State:,Looking at The Book
2017-11-28 19:41:44:209519,Robot State:,Looking at The Book
2017-11-28 19:41:46:236387,Robot State:,Reading Mode Started
2017-11-28 19:41:50:352123,Robot Hand Pose: ,"x: 0.183602824807
y: 0.101725801826
z: 0.208648920059
x: 0.0169154666364
y: 0.530393481255
z: -0.0488423556089
w: 1.0"
2017-11-28 19:41:50:352703,Current Word:,\rspd=75\  Dad
2017-11-28 19:41:50:454106,Robot State:,0.1
2017-11-28 19:41:51:512018,Current Word:,\rspd=75\ helped
2017-11-28 19:41:51:512314,Robot Hand Pose: ,"x: 0.196974545717
y: 0.0941756516695
z: 0.231022790074
x: 0.0135527160019
y: 0.410687506199
z: -0.0809327065945
w: 1.0"
2017-11-28 19:41:51:616106,Robot State:,0.1
2017-11-28 19:41:52:632625,Current Word:,\rspd=75\ the
2017-11-28 19:41:52:632514,Robot Hand Pose: ,"x: 0.197795748711
y: 0.0855612158775
z: 0.232327595353
x: 0.00956250913441
y: 0.402472823858
z: -0.124229609966
w: 1.0"
2017-11-28 19:41:52:734409,Robot State:,0.1
2017-11-28 19:41:53:771648,Robot Hand Pose: ,"x: 0.198001131415
y: 0.0769972726703
z: 0.23414477706
x: 0.0159800313413
y: 0.39174887538
z: -0.166984513402
w: 1.0"
2017-11-28 19:41:53:772396,Current Word:,\rspd=75\ children			
2017-11-28 19:41:53:875048,Robot State:,0.1
2017-11-28 19:41:54:453418,Current Word:,\rspd=75\  He
2017-11-28 19:41:54:453633,Robot Hand Pose: ,"x: 0.188366487622
y: 0.09129370749
z: 0.215682476759
x: 0.0141501650214
y: 0.489911884069
z: -0.0991418510675
w: 1.0"
2017-11-28 19:41:54:556217,Robot State:,0.1
2017-11-28 19:41:55:590901,Robot Hand Pose: ,"x: 0.191303431988
y: 0.0944568067789
z: 0.220724835992
x: 0.0150510910898
y: 0.46387898922
z: -0.08161239326
w: 1.0"
2017-11-28 19:41:55:591129,Current Word:,\rspd=75\  cleaned
2017-11-28 19:41:55:693495,Robot State:,0.1
2017-11-28 19:41:56:734028,Robot Hand Pose: ,"x: 0.19209587574
y: 0.0855533629656
z: 0.222057968378
x: 0.0158440899104
y: 0.455087065697
z: -0.127406015992
w: 1.0"
2017-11-28 19:41:56:734385,Current Word:,\rspd=75\ the
2017-11-28 19:41:56:836393,Robot State:,0.1
2017-11-28 19:41:57:913806,Robot Hand Pose: ,"x: 0.19249381125
y: 0.0767882689834
z: 0.223549604416
x: 0.0182023290545
y: 0.445322245359
z: -0.17311835289
w: 1.0"
2017-11-28 19:41:57:914207,Current Word:,\rspd=75\ roof 
2017-11-28 19:41:58:017135,Robot State:,0.1
2017-11-28 19:41:59:249387,Robot State:,Looking at The Book
2017-11-28 19:42:03:031459,Robot State:,Looking at The Book
