*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
2017-11-03 14:38:11:226552,Robot State: ,Introduce Nao Started
2017-11-03 14:38:12:839956,Robot State: ,Introduce Nao Ended
2017-11-03 14:38:14:175634,Robot State: ,Looking at The Book
2017-11-03 14:38:14:796268,Robot State: ,TaskONE Selected
2017-11-03 14:38:15:816707,Robot State: ,Looking at The Book
2017-11-03 14:38:17:926698,Robot State: ,Reading Mode Started
"2017-11-03 14:38:22:320683" "Position: x: 0.201925382018
y: 0.104717642069
z: 0.242542356253
x: 0.0149671509862
y: 0.354314863682
z: -0.0283014941961
w: 1.0"
"2017-11-03 14:38:22:322534" "Current Word: ,\rspd=70\  HEY!		"
"2017-11-03 14:38:22:957848" "Current Word: ,\rspd=70\  would you"
"2017-11-03 14:38:22:957917" "Position: x: 0.201101511717
y: 0.114575944841
z: 0.243061825633
x: 0.00997936353087
y: 0.353555947542
z: 0.0225328505039
w: 1.0"
"2017-11-03 14:38:24:360515" "Current Word: ,\rspd=70\ like"
"2017-11-03 14:38:24:360706" "Position: x: 0.204533204436
y: 0.117016017437
z: 0.252522617579
x: 0.00309470877983
y: 0.306847065687
z: 0.0337243527174
w: 1.0"
"2017-11-03 14:38:25:821316" "Position: x: 0.20484007895
y: 0.105340652168
z: 0.250557422638
x: 0.000549940450583
y: 0.31511798501
z: -0.0221268348396
w: 1.0"
"2017-11-03 14:38:25:822222" "Current Word: ,\rspd=70\ to know"
"2017-11-03 14:38:27:277768" "Position: x: 0.205669164658
y: 0.0957947671413
z: 0.251155465841
x: 0.00319245969877
y: 0.310813516378
z: -0.0690016895533
w: 1.0"
"2017-11-03 14:38:27:278111" "Current Word: ,\rspd=70\ a"
"2017-11-03 14:38:28:740580" "Position: x: 0.205539613962
y: 0.0847398415208
z: 0.250528126955
x: 0.00572106428444
y: 0.31215429306
z: -0.12392988801
w: 1.0"
"2017-11-03 14:38:28:741784" "Current Word: ,\rspd=70\ secret?		"
"2017-11-03 14:38:29:823033" "Position: x: 0.197938591242
y: 0.116217665374
z: 0.237061321735
x: 0.00656049419194
y: 0.384142696857
z: 0.0320034436882
w: 1.0"
"2017-11-03 14:38:29:824029" "Current Word: ,\rspd=70\ well"
"2017-11-03 14:38:31:261685" "Position: x: 0.199370965362
y: 0.116694532335
z: 0.240481227636
x: 0.00114816089626
y: 0.366990745068
z: 0.0346823520958
w: 1.0"
"2017-11-03 14:38:31:262225" "Current Word: ,\rspd=70\ everyone"
"2017-11-03 14:38:32:698288" "Position: x: 0.200655639172
y: 0.105906464159
z: 0.240466475487
x: -6.89141452312e-05
y: 0.36516135931
z: -0.0197197739035
w: 1.0"
"2017-11-03 14:38:32:698873" "Current Word: ,\rspd=70\ thinks"
"2017-11-03 14:38:34:139046" "Current Word: ,\rspd=70\ I am"
"2017-11-03 14:38:34:138841" "Position: x: 0.20107999444
y: 0.0955885574222
z: 0.240008890629
x: 0.00520526524633
y: 0.365513622761
z: -0.0724383220077
w: 1.0"
"2017-11-03 14:38:35:632844" "Position: x: 0.201469317079
y: 0.0849532410502
z: 0.240688696504
x: 0.00746871391311
y: 0.360549420118
z: -0.124700009823
w: 1.0"
"2017-11-03 14:38:35:633239" "Current Word: ,\rspd=70\ only			"
"2017-11-03 14:38:36:778448" "Position: x: 0.192141368985
y: 0.118997015059
z: 0.226294726133
x: 0.00533864786848
y: 0.440173894167
z: 0.047836445272
w: 1.0"
"2017-11-03 14:38:36:778634" "Current Word: ,\rspd=70\  big"
"2017-11-03 14:38:37:898478" "Current Word: ,\rspd=70\ and"
"2017-11-03 14:38:37:898594" "Position: x: 0.194374740124
y: 0.12046867609
z: 0.231190651655
x: -0.000367064028978
y: 0.415022403002
z: 0.0549815781415
w: 1.0"
"2017-11-03 14:38:39:019148" "Position: x: 0.194835573435
y: 0.114017248154
z: 0.230041831732
x: -0.00174273259472
y: 0.419581562281
z: 0.0215192493051
w: 1.0"
"2017-11-03 14:38:39:019477" "Current Word: ,\rspd=70\ cute"
"2017-11-03 14:38:40:158520" "Position: x: 0.195421248674
y: 0.105614639819
z: 0.229570969939
x: 0.000182999312528
y: 0.420248240232
z: -0.0222287084907
w: 1.0"
"2017-11-03 14:38:40:158904" "Current Word: ,\rspd=70\ but"
"2017-11-03 14:38:41:376916" "Position: x: 0.195337727666
y: 0.0981307774782
z: 0.228297635913
x: 0.00406976044178
y: 0.425303667784
z: -0.060856577009
w: 1.0"
"2017-11-03 14:38:41:377098" "Current Word: ,\rspd=70\ really"
"2017-11-03 14:38:42:597704" "Position: x: 0.19568297267
y: 0.0895599573851
z: 0.228698715568
x: 0.00358639657497
y: 0.42166352272
z: -0.104416556656
w: 1.0"
"2017-11-03 14:38:42:597897" "Current Word: ,\rspd=70\ I am"
"2017-11-03 14:38:43:805401" "Position: x: 0.195730954409
y: 0.0824917554855
z: 0.228845641017
x: 0.0114791318774
y: 0.419412344694
z: -0.141408592463
w: 1.0"
