"2017-11-02 16:11:59:731683" "Current Word: ,\rspd=70\ the"
"2017-11-02 16:12:00:773041" "Position: x: 0.205211669207
y: 0.0944109782577
z: 0.249534219503
x: 0.00231002829969
y: 0.319116562605
z: -0.0700319707394
w: 1.0"
"2017-11-02 16:12:00:774041" "Current Word: ,\rspd=70\ bravest"
"2017-11-02 16:12:01:831682" "Position: x: 0.205329671502
y: 0.0871262326837
z: 0.249369859695
x: 0.00204749172553
y: 0.318882703781
z: -0.10552021116
w: 1.0"
"2017-11-02 16:12:01:831931" "Current Word: ,\rspd=70\ animal"
"2017-11-02 16:12:02:888844" "Position: x: 0.205241680145
y: 0.0802510008216
z: 0.250294834375
x: 0.00776994135231
y: 0.31353867054
z: -0.139089137316
w: 1.0"
"2017-11-02 16:12:02:889274" "Current Word: ,\rspd=70\ in"
"2017-11-02 16:12:03:977503" "Position: x: 0.205320864916
y: 0.0749379917979
z: 0.251294374466
x: 0.0081429341808
y: 0.307928204536
z: -0.164931669831
w: 1.0"
"2017-11-02 16:12:03:977828" "Current Word: ,\rspd=70\ the"
"2017-11-02 16:12:05:153990" "Current Word: ,\rspd=70\ whole"
"2017-11-02 16:12:05:154304" "Position: x: 0.204889968038
y: 0.068500071764
z: 0.250728398561
x: 0.00825024209917
y: 0.309665560722
z: -0.197303652763
w: 1.0"
"2017-11-02 16:12:06:309406" "Position: x: 0.204430609941
y: 0.0611983723938
z: 0.252164512873
x: 0.00996998697519
y: 0.301811128855
z: -0.232287570834
w: 1.0"
"2017-11-02 16:12:06:310599" "Current Word: ,\rspd=70\ wide"
"2017-11-02 16:12:07:389425" "Position: x: 0.203933641315
y: 0.0551753342152
z: 0.253192782402
x: 0.0133151533082
y: 0.296088516712
z: -0.261167913675
w: 1.0"
"2017-11-02 16:12:07:390110" "Current Word: ,\rspd=70\ world  		"
"2017-11-02 16:12:08:829854" "Current Word: ,\rspd=70\  Absolutely"
"2017-11-02 16:12:08:830231" "Position: x: 0.20223839581
y: 0.103568762541
z: 0.243476241827
x: 0.0122253866866
y: 0.350332260132
z: -0.0257872231305
w: 1.0"
"2017-11-02 16:12:09:951935" "Position: x: 0.204149588943
y: 0.104001671076
z: 0.248564690351
x: 0.00965177919716
y: 0.325347572565
z: -0.0227932427078
w: 1.0"
"2017-11-02 16:12:09:951694" "Current Word: ,\rspd=70\ no one"
"2017-11-02 16:12:11:132084" "Position: x: 0.204628810287
y: 0.0990328788757
z: 0.249266460538
x: 0.00235771131702
y: 0.321231245995
z: -0.0468659214675
w: 1.0"
"2017-11-02 16:12:11:133116" "Current Word: ,\rspd=70\ is"
"2017-11-02 16:12:12:249409" "Position: x: 0.204883307219
y: 0.0916460826993
z: 0.249416545033
x: 0.00195253582206
y: 0.319468051195
z: -0.0826268792152
w: 1.0"
"2017-11-02 16:12:12:250918" "Current Word: ,\rspd=70\ as brave as"
"2017-11-02 16:12:13:432177" "Position: x: 0.20490282774
y: 0.0838676467538
z: 0.249466180801
x: 0.00323892547749
y: 0.317951142788
z: -0.121537826955
w: 1.0"
"2017-11-02 16:12:13:433040" "Current Word: ,\rspd=70\ me"
"2017-11-02 16:12:14:620091" "Current Word: ,\rspd=70\ and"
"2017-11-02 16:12:14:620206" "Position: x: 0.205036729574
y: 0.0770403370261
z: 0.249964535236
x: 0.0071911024861
y: 0.314671814442
z: -0.155106008053
w: 1.0"
"2017-11-02 16:12:15:830317" "Current Word: ,\rspd=70\ nothing"
"2017-11-02 16:12:15:830730" "Position: x: 0.204588934779
y: 0.0698370486498
z: 0.250569671392
x: 0.01016306784
y: 0.3106315732
z: -0.190800696611
w: 1.0"
"2017-11-02 16:12:17:015250" "Position: x: 0.204601600766
y: 0.0624513551593
z: 0.252155214548
x: 0.0104813314974
y: 0.302090078592
z: -0.225942656398
w: 1.0"
"2017-11-02 16:12:17:018483" "Current Word: ,\rspd=70\ scares"
"2017-11-02 16:12:18:210870" "Position: x: 0.204135268927
y: 0.0559537187219
z: 0.253500401974
x: 0.013123919256
y: 0.294722795486
z: -0.25771972537
w: 1.0"
"2017-11-02 16:12:18:211661" "Current Word: ,\rspd=70\ me!  "
"2017-11-02 16:12:19:642618" "Robot State: ,Looking at The Book"
"2017-11-02 16:12:23:564689" "Robot State: ,Looking at The Book"
"2017-11-02 16:12:50:913555" "Robot State: ,Reading Mode Started"
"2017-11-02 16:12:55:530411" "Current Word: ,\rspd=70\  HEY!		"
"2017-11-02 16:12:55:530631" "Position: x: 0.200645416975
y: 0.0851820185781
z: 0.238477408886
x: 0.0152544323355
y: 0.372135400772
z: -0.120800383389
w: 1.0"
"2017-11-02 16:12:56:189972" "Current Word: ,\rspd=70\  would you"
"2017-11-02 16:12:56:190204" "Position: x: 0.200597941875
y: 0.0930984392762
z: 0.238611340523
x: 0.00835906155407
y: 0.372752666473
z: -0.0799608305097
w: 1.0"
"2017-11-02 16:12:57:650506" "Position: x: 0.204162716866
y: 0.0956661254168
z: 0.246717169881
x: 0.00943157635629
y: 0.332950741053
z: -0.0634735822678
w: 1.0"
"2017-11-02 16:12:57:651454" "Current Word: ,\rspd=70\ like"
"2017-11-02 16:12:59:070618" "Position: x: 0.204365074635
y: 0.0860357582569
z: 0.247020348907
x: 0.00725610880181
y: 0.330358207226
z: -0.110291339457
w: 1.0"
"2017-11-02 16:12:59:071027" "Current Word: ,\rspd=70\ to know"
"2017-11-02 16:13:00:508840" "Position: x: 0.204592317343
y: 0.0773362442851
z: 0.248113110662
x: 0.00763713475317
y: 0.323572903872
z: -0.152763545513
w: 1.0"
"2017-11-02 16:13:00:509843" "Current Word: ,\rspd=70\ a"
"2017-11-02 16:13:01:887968" "Position: x: 0.203805238008
y: 0.0678941234946
z: 0.248519092798
x: 0.0102204997092
y: 0.320299983025
z: -0.199275970459
w: 1.0"
"2017-11-02 16:13:01:887771" "Current Word: ,\rspd=70\ secret?		"
"2017-11-02 16:13:02:888050" "Position: x: 0.197289228439
y: 0.0945029780269
z: 0.231659084558
x: 0.0148407202214
y: 0.408029705286
z: -0.0716718286276
w: 1.0"
"2017-11-02 16:13:02:889105" "Current Word: ,\rspd=70\ well"
"2017-11-02 16:13:04:267318" "Position: x: 0.200461000204
y: 0.0953172892332
z: 0.238036930561
x: 0.0098686888814
y: 0.376020044088
z: -0.066793449223
w: 1.0"
"2017-11-02 16:13:04:267724" "Current Word: ,\rspd=70\ everyone"
"2017-11-02 16:13:05:648739" "Current Word: ,\rspd=70\ thinks"
"2017-11-02 16:13:05:649151" "Position: x: 0.200590580702
y: 0.0866635739803
z: 0.238405197859
x: 0.00672510499135
y: 0.372721374035
z: -0.109448045492
w: 1.0"
"2017-11-02 16:13:07:052571" "Position: x: 0.200588449836
y: 0.0772042647004
z: 0.238931536674
x: 0.00984668638557
y: 0.368550091982
z: -0.157015189528
w: 1.0"
"2017-11-02 16:13:07:053188" "Current Word: ,\rspd=70\ I am"
"2017-11-02 16:13:08:492026" "Position: x: 0.200134545565
y: 0.0679206699133
z: 0.239299982786
x: 0.010686615482
y: 0.365275174379
z: -0.202971115708
w: 1.0"
"2017-11-02 16:13:08:492824" "Current Word: ,\rspd=70\ only			"
"2017-11-02 16:13:09:566624" "Position: x: 0.192434340715
y: 0.096539132297
z: 0.222549647093
x: 0.011146357283
y: 0.455390900373
z: -0.0618050098419
w: 1.0"
"2017-11-02 16:13:09:567240" "Current Word: ,\rspd=70\  big"
"2017-11-02 16:13:10:697406" "Position: x: 0.194810897112
y: 0.0988179817796
z: 0.227064222097
x: 0.00989825930446
y: 0.432381153107
z: -0.0498712584376
w: 1.0"
"2017-11-02 16:13:10:698003" "Current Word: ,\rspd=70\ and"
"2017-11-02 16:13:11:825428" "Position: x: 0.195377379656
y: 0.0937488824129
z: 0.227438896894
x: 0.00952734425664
y: 0.429482012987
z: -0.076823733747
w: 1.0"
"2017-11-02 16:13:11:825920" "Current Word: ,\rspd=70\ cute"
"2017-11-02 16:13:12:946833" "Position: x: 0.195608645678
y: 0.086656704545
z: 0.227819293737
x: 0.00899797864258
y: 0.42618727684
z: -0.112204268575
w: 1.0"
"2017-11-02 16:13:12:950264" "Current Word: ,\rspd=70\ but"
"2017-11-02 16:13:14:106564" "Position: x: 0.195615127683
y: 0.0789751559496
z: 0.22845120728
x: 0.00975562445819
y: 0.421441167593
z: -0.152405485511
w: 1.0"
"2017-11-02 16:13:14:107457" "Current Word: ,\rspd=70\ really"
"2017-11-02 16:13:15:226998" "Position: x: 0.195686370134
y: 0.0715370550752
z: 0.229718476534
x: 0.0115738939494
y: 0.413714677095
z: -0.188865214586
w: 1.0"
"2017-11-02 16:13:15:228253" "Current Word: ,\rspd=70\ I am"
"2017-11-02 16:13:16:368123" "Position: x: 0.195216953754
y: 0.0654135718942
z: 0.230159655213
x: 0.0143225463107
y: 0.410258293152
z: -0.220616713166
w: 1.0"
"2017-11-02 16:13:16:369154" "Current Word: ,\rspd=70\ the 		"
"2017-11-02 16:13:17:468277" "Current Word: ,\rspd=70\ bravest"
"2017-11-02 16:13:17:468794" "Position: x: 0.187373578548
y: 0.0946532264352
z: 0.214262366295
x: 0.0119021488354
y: 0.498831421137
z: -0.0737324357033
w: 1.0"
"2017-11-02 16:13:18:845678" "Position: x: 0.190378084779
y: 0.0949079170823
z: 0.219108551741
x: 0.00859948061407
y: 0.473214805126
z: -0.0719460621476
w: 1.0"
"2017-11-02 16:13:18:846460" "Current Word: ,\rspd=70\  human"
"2017-11-02 16:13:20:322555" "Position: x: 0.189591452479
y: 0.0863159373403
z: 0.218243896961
x: 0.0147488201037
y: 0.475860029459
z: -0.118119485676
w: 1.0"
"2017-11-02 16:13:20:323385" "Current Word: ,\rspd=70\ there"
"2017-11-02 16:13:21:768588" "Current Word: ,\rspd=70\ ever"
"2017-11-02 16:13:21:768960" "Position: x: 0.190889582038
y: 0.0768679603934
z: 0.220655024052
x: 0.013083322905
y: 0.461137503386
z: -0.166067898273
w: 1.0"
"2017-11-02 16:13:23:169881" "Position: x: 0.190215304494
y: 0.0673821866512
z: 0.220745578408
x: 0.0156268291175
y: 0.458669781685
z: -0.215711176395
w: 1.0"
"2017-11-02 16:13:23:170193" "Current Word: ,\rspd=70\ was "
"2017-11-02 16:13:24:602277" "Robot State: ,Looking at The Book"
"2017-11-02 16:13:28:461852" "Robot State: ,Looking at The Book"
"2017-11-02 16:37:02:017412" "Robot State: ,Reading Mode Started"
"2017-11-02 16:37:06:648861" "Current Word: ,\rspd=70\  HOOT"
"2017-11-02 16:37:06:649480" "Position: x: 0.199614971876
y: 0.0926838517189
z: 0.236961171031
x: 0.015123533085
y: 0.380960375071
z: -0.0847359001637
w: 1.0"
"2017-11-02 16:37:09:269950" "Current Word: ,\rspd=70\ HOOT		"
"2017-11-02 16:37:09:270392" "Position: x: 0.207390144467
y: 0.0732823088765
z: 0.256758391857
x: 0.00732349883765
y: 0.281443446875
z: -0.172290548682
w: 1.0"
"2017-11-02 16:37:10:206662" "Position: x: 0.200074091554
y: 0.0954753905535
z: 0.23784789443
x: 0.0143069233745
y: 0.377179980278
z: -0.0679525509477
w: 1.0"
"2017-11-02 16:37:10:207200" "Current Word: ,\rspd=70\  Don't"
"2017-11-02 16:37:11:428882" "Position: x: 0.202229589224
y: 0.0975947454572
z: 0.24262624979
x: 0.0125561133027
y: 0.353763133287
z: -0.0564099438488
w: 1.0"
"2017-11-02 16:37:11:429786" "Current Word: ,\rspd=70\ listen"
"2017-11-02 16:37:12:639960" "Current Word: ,\rspd=70\ to"
"2017-11-02 16:37:12:639220" "Position: x: 0.202371507883
y: 0.091048412025
z: 0.242657572031
x: 0.00440350314602
y: 0.352403908968
z: -0.0878385901451
w: 1.0"
"2017-11-02 16:37:13:929454" "Position: x: 0.202270328999
y: 0.082752391696
z: 0.242794692516
x: 0.00611342443153
y: 0.350509941578
z: -0.128620937467
w: 1.0"
"2017-11-02 16:37:13:929799" "Current Word: ,\rspd=70\ that"
"2017-11-02 16:37:15:187625" "Current Word: ,\rspd=70\ tiny"
"2017-11-02 16:37:15:187350" "Position: x: 0.202300339937
y: 0.0751038938761
z: 0.243323177099
x: 0.00901791453362
y: 0.346727728844
z: -0.166201293468
w: 1.0"
"2017-11-02 16:37:16:449084" "Position: x: 0.202016830444
y: 0.0664479061961
z: 0.244641676545
x: 0.00948708597571
y: 0.338995993137
z: -0.209425210953
w: 1.0"
"2017-11-02 16:37:16:449469" "Current Word: ,\rspd=70\ little"
"2017-11-02 16:37:17:706556" "Position: x: 0.202148392797
y: 0.0589674040675
z: 0.246806561947
x: 0.0108172465116
y: 0.327347606421
z: -0.245040401816
w: 1.0"
"2017-11-02 16:37:17:707469" "Current Word: ,\rspd=70\  rabbit 			"
"2017-11-02 16:37:18:988395" "Position: x: 0.195462718606
y: 0.0971619039774
z: 0.228305965662
x: 0.010146339424
y: 0.425766825676
z: -0.0580303184688
w: 1.0"
"2017-11-02 16:37:18:989159" "Current Word: ,\rspd=70\  I am"
"2017-11-02 16:37:20:030180" "Position: x: 0.19743911922
y: 0.0998226851225
z: 0.232239216566
x: 0.0102692637593
y: 0.406118750572
z: -0.0449277274311
w: 1.0"
"2017-11-02 16:37:20:032468" "Current Word: ,\rspd=70\ the"
"2017-11-02 16:37:21:153295" "Current Word: ,\rspd=70\ wisest"
"2017-11-02 16:37:21:152964" "Position: x: 0.197660237551
y: 0.0957447588444
z: 0.232861757278
x: 0.00763062480837
y: 0.402342885733
z: -0.0647984445095
w: 1.0"
"2017-11-02 16:37:22:208155" "Current Word: ,\rspd=70\ and"
"2017-11-02 16:37:22:207718" "Position: x: 0.197975263
y: 0.0889306589961
z: 0.232809484005
x: 0.00842332746834
y: 0.40141248703
z: -0.0983118116856
w: 1.0"
"2017-11-02 16:37:23:268622" "Position: x: 0.197801738977
y: 0.082640722394
z: 0.232700794935
x: 0.00692237913609
y: 0.400845557451
z: -0.129967212677
w: 1.0"
"2017-11-02 16:37:23:269262" "Current Word: ,\rspd=70\ bravest"
"2017-11-02 16:37:24:406112" "Position: x: 0.198032036424
y: 0.0763437598944
z: 0.233875736594
x: 0.00983428861946
y: 0.393627583981
z: -0.162925884128
w: 1.0"
"2017-11-02 16:37:24:407337" "Current Word: ,\rspd=70\  snake"
"2017-11-02 16:37:25:426601" "Position: x: 0.198120564222
y: 0.0702701583505
z: 0.2351706177
x: 0.0113634001464
y: 0.386064291
z: -0.194049954414
w: 1.0"
"2017-11-02 16:37:25:428038" "Current Word: ,\rspd=70\ in"
"2017-11-02 16:37:26:476503" "Position: x: 0.198149234056
y: 0.0631435215473
z: 0.236322939396
x: 0.011947946623
y: 0.379175901413
z: -0.228564143181
w: 1.0"
"2017-11-02 16:37:26:476680" "Current Word: ,\rspd=70\ the"
"2017-11-02 16:37:27:549904" "Position: x: 0.197146087885
y: 0.0568276979029
z: 0.236656636
x: 0.0128612844273
y: 0.376458257437
z: -0.259969651699
w: 1.0"
"2017-11-02 16:37:27:550352" "Current Word: ,\rspd=70\ skies."
"2017-11-02 16:37:28:984348" "Robot State: ,Looking at The Book"
"2017-11-02 16:37:32:822411" "Robot State: ,Looking at The Book"
"2017-11-02 16:37:32:875928" "Detected Cards: RED Card Detected"
"2017-11-02 16:37:33:696264" "Robot State: ,Reaction Mode Started"
"2017-11-02 16:37:41:161468" "Robot State: ,Looking at The Book"
"2017-11-02 16:37:41:727813" "Robot State: ,Reaction Mode Ended"
"2017-11-02 16:37:43:712954" "Robot State: ,Reading Mode Started"
"2017-11-02 16:37:47:785394" "Position: x: 0.19996599853
y: 0.092771075666
z: 0.237104862928
x: -0.00912562664598
y: 0.380407184362
z: -0.0812783688307
w: 1.0"
"2017-11-02 16:37:47:786308" "Current Word: ,\rspd=70\  HOOT"
"2017-11-02 16:37:50:375854" "Current Word: ,\rspd=70\ HOOT		"
"2017-11-02 16:37:50:376239" "Position: x: 0.207779079676
y: 0.0738463997841
z: 0.257988214493
x: 0.0078000696376
y: 0.275671690702
z: -0.169061496854
w: 1.0"
"2017-11-02 16:37:51:309469" "Position: x: 0.200709074736
y: 0.0962457209826
z: 0.238782331347
x: 0.0129603669047
y: 0.372461050749
z: -0.063354678452
w: 1.0"
"2017-11-02 16:37:51:310618" "Current Word: ,\rspd=70\  Don't"
"2017-11-02 16:37:52:506910" "Position: x: 0.202524423599
y: 0.0975663661957
z: 0.243129983544
x: 0.0104048233479
y: 0.350994825363
z: -0.0568706281483
w: 1.0"
"2017-11-02 16:37:52:507744" "Current Word: ,\rspd=70\ listen"
"2017-11-02 16:37:53:705795" "Position: x: 0.203037202358
y: 0.0909869447351
z: 0.243782997131
x: 0.00327912555076
y: 0.346807837486
z: -0.0879675894976
w: 1.0"
"2017-11-02 16:37:53:706184" "Current Word: ,\rspd=70\ to"
"2017-11-02 16:37:54:906811" "Position: x: 0.202856644988
y: 0.0830785185099
z: 0.244140923023
x: 0.00590636627749
y: 0.343890994787
z: -0.126854404807
w: 1.0"
"2017-11-02 16:37:54:907374" "Current Word: ,\rspd=70\ that"
"2017-11-02 16:37:56:147097" "Position: x: 0.203194081783
y: 0.0752794370055
z: 0.245457857847
x: 0.00948726385832
y: 0.336327821016
z: -0.165541216731
w: 1.0"
"2017-11-02 16:37:56:148007" "Current Word: ,\rspd=70\ tiny"
"2017-11-02 16:37:57:388032" "Position: x: 0.203328251839
y: 0.0672705247998
z: 0.24660526216
x: 0.00980260968208
y: 0.329486638308
z: -0.204537972808
w: 1.0"
"2017-11-02 16:37:57:388450" "Current Word: ,\rspd=70\ little"
"2017-11-02 16:37:58:648305" "Current Word: ,\rspd=70\ mouse  			"
"2017-11-02 16:37:58:648524" "Position: x: 0.202401205897
y: 0.0594579130411
z: 0.247007906437
x: 0.0112613886595
y: 0.326335996389
z: -0.243360370398
w: 1.0"
"2017-11-02 16:37:59:931258" "Position: x: 0.195800200105
y: 0.0966513827443
z: 0.22911901772
x: 0.00778838898987
y: 0.421654671431
z: -0.0613811165094
w: 1.0"
"2017-11-02 16:37:59:932200" "Current Word: ,\rspd=70\  I am"
"2017-11-02 16:38:00:985839" "Position: x: 0.198154866695
y: 0.0996348932385
z: 0.234000682831
x: 0.0100569454953
y: 0.397133111954
z: -0.0466736592352
w: 1.0"
"2017-11-02 16:38:00:986788" "Current Word: ,\rspd=70\ the"
"2017-11-02 16:38:02:006033" "Position: x: 0.198564887047
y: 0.0957736000419
z: 0.234603941441
x: 0.00580238969997
y: 0.393455713987
z: -0.0665190964937
w: 1.0"
"2017-11-02 16:38:02:006378" "Current Word: ,\rspd=70\ wisest"
"2017-11-02 16:38:03:005720" "Current Word: ,\rspd=70\ and"
"2017-11-02 16:38:03:005901" "Position: x: 0.19887252152
y: 0.0891333594918
z: 0.234647929668
x: 0.00556309707463
y: 0.39210614562
z: -0.0997247621417
w: 1.0"
"2017-11-02 16:38:04:026642" "Current Word: ,\rspd=70\ bravest"
"2017-11-02 16:38:04:027169" "Position: x: 0.199061527848
y: 0.082372456789
z: 0.235335022211
x: 0.00903184339404
y: 0.387530207634
z: -0.132706061006
w: 1.0"
"2017-11-02 16:38:05:109000" "Current Word: ,\rspd=70\ bird "
"2017-11-02 16:38:05:109221" "Position: x: 0.198993518949
y: 0.0757583528757
z: 0.236118912697
x: 0.0106808077544
y: 0.382353186607
z: -0.165976628661
w: 1.0"
"2017-11-02 16:38:06:186492" "Position: x: 0.198731854558
y: 0.0699841454625
z: 0.236347049475
x: 0.0105554200709
y: 0.380228996277
z: -0.195473700762
w: 1.0"
"2017-11-02 16:38:06:186716" "Current Word: ,\rspd=70\ in"
"2017-11-02 16:38:07:329563" "Position: x: 0.197978198528
y: 0.0628047659993
z: 0.236550554633
x: 0.00947726331651
y: 0.377947092056
z: -0.231664136052
w: 1.0"
"2017-11-02 16:38:07:330212" "Current Word: ,\rspd=70\ the"
"2017-11-02 16:38:08:431084" "Position: x: 0.197640344501
y: 0.0569613687694
z: 0.237500697374
x: 0.0132084609941
y: 0.37251546979
z: -0.259333997965
w: 1.0"
"2017-11-02 16:38:08:432188" "Current Word: ,\rspd=70\ skies."
"2017-11-02 16:38:09:881747" "Robot State: ,Looking at The Book"
"2017-11-02 16:38:13:721825" "Robot State: ,Looking at The Book"
