*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-03 15:00:17:470820,"Robot State: , Child Name"
2017-11-03 15:00:17:475893,"Robot State: , Face Tracking is OFF"
2017-11-03 15:00:17:995286,"Robot State: , Face Tracking is ON"
2017-11-03 15:00:18:997767,"Robot State: , Introduce Nao Started"
2017-11-03 15:00:20:571499,"Robot State: , Introduce Nao Ended"
2017-11-03 15:00:20:785630,"Robot State: , Face Tracking is OFF"
2017-11-03 15:00:21:799431,"Robot State: , Looking at The Book"
2017-11-03 15:00:22:390483,"Robot State: , TaskONE Selected"
2017-11-03 15:00:23:419173,"Robot State: , Looking at The Book"
2017-11-03 15:00:25:510416,"Robot State: , Reading Mode Started"
2017-11-03 15:00:29:902604,"Position: x: 0.200343891978
y: 0.101514033973
z: 0.238401770592
x: 0.013075357303
y: 0.374777555466
z: -0.0425543189049
w: 1.0"
2017-11-03 15:00:29:902969,"Current Word: ,\rspd=70\  HEY!		"
2017-11-03 15:00:30:541814,"Position: x: 0.200836658478
y: 0.111358746886
z: 0.241310551763
x: 0.0102156409994
y: 0.36196449399
z: 0.00828255526721
w: 1.0"
2017-11-03 15:00:30:542487,"Current Word: ,\rspd=70\  would you"
2017-11-03 15:00:31:940992,"Position: x: 0.204187721014
y: 0.113945551217
z: 0.250446766615
x: 0.00422649784014
y: 0.316790491343
z: 0.0199982412159
w: 1.0"
2017-11-03 15:00:31:941274,"Current Word: ,\rspd=70\ like"
2017-11-03 15:00:33:401789,"Position: x: 0.205188274384
y: 0.103233985603
z: 0.250251978636
x: -0.00122370780446
y: 0.316223055124
z: -0.0319426357746
w: 1.0"
2017-11-03 15:00:33:402189,"Current Word: ,\rspd=70\ to know"
2017-11-03 15:00:34:841848,"Position: x: 0.204838633537
y: 0.092368029058
z: 0.248894795775
x: 0.00361265079118
y: 0.321384847164
z: -0.0850896164775
w: 1.0"
2017-11-03 15:00:34:842148,"Current Word: ,\rspd=70\ a"
2017-11-03 15:00:36:281358,"Position: x: 0.20453427732
y: 0.0812655761838
z: 0.248286485672
x: 0.00064497825224
y: 0.322493046522
z: -0.140358820558
w: 1.0"
2017-11-03 15:00:36:281933,"Current Word: ,\rspd=70\ secret?		"
2017-11-03 15:00:37:343542,"Current Word: ,\rspd=70\ well"
2017-11-03 15:00:37:343778,"Position: x: 0.196822911501
y: 0.112896062434
z: 0.233828902245
x: 0.00827270746231
y: 0.399916142225
z: 0.0159478578717
w: 1.0"
2017-11-03 15:00:38:747596,"Current Word: ,\rspd=70\ everyone"
2017-11-03 15:00:38:746936,"Position: x: 0.199872851372
y: 0.114039465785
z: 0.240487098694
x: 0.00376820121892
y: 0.366329133511
z: 0.0214483905584
w: 1.0"
2017-11-03 15:00:40:181575,"Current Word: ,\rspd=70\ thinks"
2017-11-03 15:00:40:181803,"Position: x: 0.200109690428
y: 0.102574080229
z: 0.238729268312
x: 0.00146370381117
y: 0.373271524906
z: -0.0359872356057
w: 1.0"
2017-11-03 15:00:41:624778,"Current Word: ,\rspd=70\ I am"
