*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-27 14:15:33:056153,Child Name:,Child Name
2017-11-27 14:15:33:060168,On or OFF:,Face Tracking is OFF
2017-11-27 14:15:33:599125,On or OFF:,Face Tracking is ON
2017-11-27 14:15:34:602580,Robot State:,Introduce Nao Started
2017-11-27 14:15:37:228647,Robot State:,Introduce Nao Ended
2017-11-27 14:15:37:663711,On or OFF:,Face Tracking is OFF
2017-11-27 14:15:38:674626,Robot State:,Looking at The Book
2017-11-27 14:15:39:240164,Robot State:,TaskONE Selected
2017-11-27 14:15:40:253500,Robot State:,Looking at The Book
2017-11-27 14:15:40:764604,Current State of Reading: ,False
2017-11-27 14:15:40:768308,Current State of Reading: ,Waiting for Red-card
2017-11-27 14:15:42:345875,Robot State:,Reading Mode Started
2017-11-27 14:15:46:877733,Current Word:,\rspd=70\  POOF!		
2017-11-27 14:15:46:877849,Robot Hand Pose: ,"x: 0.201641187072
y: 0.0471964254975
z: 0.250245422125
x: 0.012672316283
y: 0.30806222558
z: -0.309373736382
w: 1.0"
2017-11-27 14:15:47:377536,Robot Hand Pose: ,"x: 0.201516568661
y: 0.0473964288831
z: 0.250331252813
x: 0.0140416463837
y: 0.307557582855
z: -0.309276163578
w: 1.0"
2017-11-27 14:15:47:378096,Current Word:,\rspd=70\  That
2017-11-27 14:15:48:377912,Current Word:,\rspd=70\ goofy
2017-11-27 14:15:48:378123,Robot Hand Pose: ,"x: 0.202805787325
y: 0.0535228066146
z: 0.250399798155
x: 0.00466708280146
y: 0.308331221342
z: -0.277003288269
w: 1.0"
2017-11-27 14:15:49:356986,Robot Hand Pose: ,"x: 0.20228587091
y: 0.0504977628589
z: 0.25057759881
x: 0.00821001268923
y: 0.307078778744
z: -0.291449934244
w: 1.0"
2017-11-27 14:15:49:357375,Current Word:,\rspd=70\  giraffe
2017-11-27 14:15:50:357059,Current Word:,\rspd=70\ was
2017-11-27 14:15:50:357169,Robot Hand Pose: ,"x: 0.201393604279
y: 0.0454840324819
z: 0.250725507736
x: 0.00947950687259
y: 0.305590063334
z: -0.317058891058
w: 1.0"
2017-11-27 14:15:51:349241,Current Word:,\rspd=70\ gone
2017-11-27 14:15:51:349412,Robot Hand Pose: ,"x: 0.200201883912
y: 0.0400484502316
z: 0.2508854568
x: 0.0117948111147
y: 0.304019153118
z: -0.344369649887
w: 1.0"
2017-11-27 14:15:52:356324,Robot Hand Pose: ,"x: 0.199235796928
y: 0.0400628149509
z: 0.248581394553
x: 0.017916848883
y: 0.314878046513
z: -0.346931666136
w: 1.0"
2017-11-27 14:15:52:356798,Current Word:,\rspd=70\ in
2017-11-27 14:15:53:356613,Robot Hand Pose: ,"x: 0.19799798727
y: 0.0365488827229
z: 0.248996555805
x: 0.017965067178
y: 0.311111479998
z: -0.382093757391
w: 1.0"
2017-11-27 14:15:53:356946,Current Word:,\rspd=70\ a		
2017-11-27 14:15:53:977324,Current Word:,\rspd=70\  snippety  snap
2017-11-27 14:15:53:976965,Robot Hand Pose: ,"x: 0.197473406792
y: 0.0459266379476
z: 0.241755753756
x: 0.0257464572787
y: 0.347955971956
z: -0.332047581673
w: 1.0"
2017-11-27 14:15:55:060136,Robot Hand Pose: ,"x: 0.19909337163
y: 0.0528218075633
z: 0.241995304823
x: 0.0111255245283
y: 0.34852913022
z: -0.287946164608
w: 1.0"
2017-11-27 14:15:55:060264,Current Word:,\rspd=70\ Danger
2017-11-27 14:15:56:097509,Current Word:,\rspd=70\ is
2017-11-27 14:15:56:097053,Robot Hand Pose: ,"x: 0.198719263077
y: 0.0468407571316
z: 0.243759512901
x: 0.0159856639802
y: 0.339010030031
z: -0.316721528769
w: 1.0"
2017-11-27 14:15:57:137201,Current Word:,\rspd=70\ my
2017-11-27 14:15:57:137368,Robot Hand Pose: ,"x: 0.195237770677
y: 0.041180446744
z: 0.238983929157
x: 0.00915040168911
y: 0.36110919714
z: -0.348253339529
w: 1.0"
2017-11-27 14:15:58:196461,Robot Hand Pose: ,"x: 0.194964870811
y: 0.0399879664183
z: 0.239072054625
x: 0.0147709408775
y: 0.360175132751
z: -0.358068555593
w: 1.0"
2017-11-27 14:15:58:197407,Current Word:,\rspd=70\ middle
2017-11-27 14:15:59:282091,Current Word:,\rspd=70\ name 		
2017-11-27 14:15:59:281575,Robot Hand Pose: ,"x: 0.194888949394
y: 0.0360262691975
z: 0.242242902517
x: 0.0246245861053
y: 0.342472851276
z: -0.397087752819
w: 1.0"
2017-11-27 14:15:59:897124,Robot Hand Pose: ,"x: 0.191717088223
y: 0.0437184870243
z: 0.231060132384
x: 0.0278646927327
y: 0.39926302433
z: -0.356143057346
w: 1.0"
2017-11-27 14:15:59:897307,Current Word:,\rspd=70\  and
2017-11-27 14:16:00:939156,Robot Hand Pose: ,"x: 0.193617641926
y: 0.0527550205588
z: 0.23031976819
x: 0.0179344173521
y: 0.406186878681
z: -0.291550427675
w: 1.0"
2017-11-27 14:16:00:941094,Current Word:,\rspd=70\ I am
