*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:36:27:335812,Child Name:,Child Name
2017-11-20 17:36:27:341000,On or OFF:,Face Tracking is OFF
2017-11-20 17:36:28:106873,On or OFF:,Face Tracking is ON
2017-11-20 17:36:29:110586,Robot State:,Introduce Nao Started
2017-11-20 17:36:31:587005,Robot State:,Introduce Nao Ended
2017-11-20 17:36:31:856559,On or OFF:,Face Tracking is OFF
2017-11-20 17:36:32:882795,Robot State:,Looking at The Book
2017-11-20 17:36:33:415640,Robot State:,TaskONE Selected
2017-11-20 17:36:34:443401,Robot State:,Looking at The Book
2017-11-20 17:36:34:952473,Current State of Reading: ,False
2017-11-20 17:36:34:957804,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:36:36:654801,Robot State:,Reading Mode Started
2017-11-20 17:36:41:266652,Robot Hand Pose: ,"x: 0.205927461386
y: 0.108004361391
z: 0.253282219172
x: 0.0144639918581
y: 0.301933079958
z: -0.0113308979198
w: 1.0"
2017-11-20 17:36:41:267058,Current Word:,\rspd=70\  HOOT
2017-11-20 17:36:43:925776,Robot Hand Pose: ,"x: 0.212402224541
y: 0.0863769948483
z: 0.27159896493
x: 0.00404271297157
y: 0.211854979396
z: -0.112112134695
w: 1.0"
2017-11-20 17:36:43:926041,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:36:44:904913,Current Word:,\rspd=70\  Don't
2017-11-20 17:36:44:905025,Robot Hand Pose: ,"x: 0.204660266638
y: 0.113025635481
z: 0.251929759979
x: 0.0150172440335
y: 0.309479385614
z: 0.0147433178499
w: 1.0"
2017-11-20 17:36:46:145453,Robot Hand Pose: ,"x: 0.206187993288
y: 0.114819556475
z: 0.256764411926
x: 0.0129027301446
y: 0.286126494408
z: 0.0236743018031
w: 1.0"
2017-11-20 17:36:46:146117,Current Word:,\rspd=70\ listen
2017-11-20 17:36:47:391238,Robot Hand Pose: ,"x: 0.207207247615
y: 0.106816977262
z: 0.256981521845
x: 0.00188977445941
y: 0.28397834301
z: -0.0148730939254
w: 1.0"
2017-11-20 17:36:47:391817,Current Word:,\rspd=70\ to
2017-11-20 17:36:48:646475,Robot Hand Pose: ,"x: 0.207621723413
y: 0.0979626998305
z: 0.25664165616
x: 0.00349682173692
y: 0.284459531307
z: -0.0580404549837
w: 1.0"
2017-11-20 17:36:48:647172,Current Word:,\rspd=70\ that
