*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-11-02 14:24:04:889612" "Robot State: ,Introduce Nao Started"
"2017-11-02 14:24:06:875083" "Robot State: ,Introduce Nao Ended"
"2017-11-02 14:24:09:902731" "Robot State: ,Looking at The Book"
"2017-11-02 14:24:21:084300" "Robot State: ,TaskONE Selected"
"2017-11-02 14:24:22:101502" "Robot State: ,Looking at The Book"
"2017-11-02 14:24:24:912179" "Robot State: ,Reading Mode Started"
"2017-11-02 14:24:29:408512" "Position: x: 0.20182466507
y: 0.0984638631344
z: 0.243169993162
x: 0.0163090974092
y: 0.351143121719
z: -0.0547346770763
w: 1.0"
"2017-11-02 14:24:29:408366" "Current Word: ,\rspd=70\  POOF!		"
"2017-11-02 14:24:30:128351" "Current Word: ,\rspd=70\  That"
"2017-11-02 14:24:30:128627" "Position: x: 0.201508790255
y: 0.110186077654
z: 0.243582546711
x: 0.00528898229823
y: 0.350895106792
z: 0.00687641836703
w: 1.0"
"2017-11-02 14:24:31:346371" "Position: x: 0.203979074955
y: 0.113456197083
z: 0.250826209784
x: 0.00527335889637
y: 0.315506547689
z: 0.0220680329949
w: 1.0"
"2017-11-02 14:24:31:346844" "Current Word: ,\rspd=70\ goofy"
"2017-11-02 14:24:32:565314" "Current Word: ,\rspd=70\  giraffe"
"2017-11-02 14:24:32:565591" "Position: x: 0.20424452424
y: 0.10749143362
z: 0.250291585922
x: 0.00250601908192
y: 0.317341983318
z: -0.0068948189728
w: 1.0"
"2017-11-02 14:24:33:747901" "Position: x: 0.205425560474
y: 0.0997956618667
z: 0.251113772392
x: 0.000138963587233
y: 0.312110960484
z: -0.0441796071827
w: 1.0"
"2017-11-02 14:24:33:748627" "Current Word: ,\rspd=70\ was"
"2017-11-02 14:24:34:942918" "Position: x: 0.20593854785
y: 0.0913497209549
z: 0.252243250608
x: 0.00228180387057
y: 0.305534243584
z: -0.0845436453819
w: 1.0"
"2017-11-02 14:24:34:943070" "Current Word: ,\rspd=70\ gone"
"2017-11-02 14:24:36:115607" "Position: x: 0.2063472718
y: 0.0841431468725
z: 0.253730088472
x: 0.00677639152855
y: 0.297478854656
z: -0.119575120509
w: 1.0"
"2017-11-02 14:24:36:115901" "Current Word: ,\rspd=70\ in"
"2017-11-02 14:24:37:306114" "Current Word: ,\rspd=70\ a		"
"2017-11-02 14:24:37:305663" "Position: x: 0.206441044807
y: 0.0765378698707
z: 0.25447794795
x: 0.00743177672848
y: 0.292900711298
z: -0.156430542469
w: 1.0"
"2017-11-02 14:24:38:485989" "Position: x: 0.197116732597
y: 0.110030926764
z: 0.234325498343
x: 0.00540633220226
y: 0.397649526596
z: 0.00695844041184
w: 1.0"
"2017-11-02 14:24:38:486528" "Current Word: ,\rspd=70\  snippety  snap"
"2017-11-02 14:24:39:825315" "Current Word: ,\rspd=70\ Danger"
"2017-11-02 14:24:39:825540" "Position: x: 0.199465364218
y: 0.112022332847
z: 0.23948982358
x: 0.00465608248487
y: 0.371813505888
z: 0.0174133367836
w: 1.0"
"2017-11-02 14:24:41:186242" "Position: x: 0.200683951378
y: 0.104296788573
z: 0.241170614958
x: -0.000668820925057
y: 0.361969530582
z: -0.0222118683159
w: 1.0"
"2017-11-02 14:24:41:187124" "Current Word: ,\rspd=70\ is"
"2017-11-02 14:24:42:529976" "Position: x: 0.202126502991
y: 0.0949747860432
z: 0.242675676942
x: 0.0035978006199
y: 0.352953225374
z: -0.0683498904109
w: 1.0"
"2017-11-02 14:24:42:531081" "Current Word: ,\rspd=70\ my"
"2017-11-02 14:24:43:866625" "Position: x: 0.20227946341
y: 0.0853573307395
z: 0.243456050754
x: 0.00503439782187
y: 0.347717702389
z: -0.115497328341
w: 1.0"
"2017-11-02 14:24:43:870304" "Current Word: ,\rspd=70\ middle"
"2017-11-02 14:24:45:186823" "Position: x: 0.202139258385
y: 0.0775431841612
z: 0.243855059147
x: 0.00607915222645
y: 0.34458553791
z: -0.15438786149
w: 1.0"
"2017-11-02 14:24:45:187782" "Current Word: ,\rspd=70\ name 		"
"2017-11-02 14:24:46:350483" "Current Word: ,\rspd=70\  and"
"2017-11-02 14:24:46:349884" "Position: x: 0.192481085658
y: 0.110931627452
z: 0.225376337767
x: 0.00547943543643
y: 0.443860411644
z: 0.0116548296064
w: 1.0"
"2017-11-02 14:24:47:689082" "Position: x: 0.195078492165
y: 0.112443417311
z: 0.231171712279
x: 0.00222447165288
y: 0.414134740829
z: 0.0190576929599
w: 1.0"
"2017-11-02 14:24:47:690109" "Current Word: ,\rspd=70\ I am"
"2017-11-02 14:24:49:048102" "Current Word: ,\rspd=70\ the"
"2017-11-02 14:24:49:048171" "Position: x: 0.196391165257
y: 0.104042939842
z: 0.231811851263
x: 0.00171935651451
y: 0.409222990274
z: -0.0243481379002
w: 1.0"
"2017-11-02 14:24:50:407093" "Current Word: ,\rspd=70\  funniest"
"2017-11-02 14:24:50:406768" "Position: x: 0.197453767061
y: 0.0947897881269
z: 0.232618138194
x: 0.00488055543974
y: 0.403365254402
z: -0.0714352726936
w: 1.0"
"2017-11-02 14:24:51:745679" "Position: x: 0.197898119688
y: 0.0859550759196
z: 0.233235225081
x: 0.00742970174178
y: 0.398532480001
z: -0.11651173979
w: 1.0"
"2017-11-02 14:24:51:747220" "Current Word: ,\rspd=70\ animal"
"2017-11-02 14:24:53:145667" "Position: x: 0.198291301727
y: 0.0772535353899
z: 0.234670847654
x: 0.00886804424226
y: 0.38978511095
z: -0.159618407488
w: 1.0"
"2017-11-02 14:24:53:145990" "Current Word: ,\rspd=70\ around here."
"2017-11-02 14:24:54:560787" "Robot State: ,Looking at The Book"
"2017-11-02 14:24:58:401130" "Robot State: ,Looking at The Book"
"2017-11-02 14:25:29:499839" "Detected Cards: RED Card Detected"
"2017-11-02 14:25:32:806529" "Robot State: ,Reaction Mode Started"
"2017-11-02 14:25:45:361276" "Robot State: ,Looking at The Book"
"2017-11-02 14:25:45:912890" "Robot State: ,Reaction Mode Ended"
"2017-11-02 14:25:47:927141" "Robot State: ,Reading Mode Started"
"2017-11-02 14:25:52:424668" "Current Word: ,\rspd=70\  POOF!		"
"2017-11-02 14:25:52:424860" "Position: x: 0.205041825771
y: 0.0981650054455
z: 0.250186473131
x: 0.00147528818343
y: 0.316367596388
z: -0.05381417647
w: 1.0"
"2017-11-02 14:25:53:124502" "Current Word: ,\rspd=70\  That"
"2017-11-02 14:25:53:124949" "Position: x: 0.203144684434
y: 0.110638543963
z: 0.247587680817
x: 0.00690157571808
y: 0.330966800451
z: 0.00796683225781
w: 1.0"
"2017-11-02 14:25:54:425821" "Position: x: 0.204681962729
y: 0.114150978625
z: 0.252448350191
x: 0.006503991317
y: 0.307730823755
z: 0.0253210887313
w: 1.0"
"2017-11-02 14:25:54:426826" "Current Word: ,\rspd=70\ goofy"
"2017-11-02 14:25:56:068761" "Position: x: 0.205715179443
y: 0.107634045184
z: 0.253578186035
x: 0.00124688609503
y: 0.301152825356
z: -0.00579756684601
w: 1.0"
"2017-11-02 14:25:56:070183" "Current Word: ,\rspd=70\ monkey "
"2017-11-02 14:25:57:328049" "Position: x: 0.20676702261
y: 0.099689565599
z: 0.254524350166
x: 0.00243976293132
y: 0.295518040657
z: -0.0444025993347
w: 1.0"
"2017-11-02 14:25:57:328537" "Current Word: ,\rspd=70\ was"
"2017-11-02 14:25:58:563297" "Position: x: 0.207051575184
y: 0.0915086343884
z: 0.254563093185
x: 0.00302166165784
y: 0.294221162796
z: -0.0845333114266
w: 1.0"
"2017-11-02 14:25:58:563823" "Current Word: ,\rspd=70\ gone"
"2017-11-02 14:25:59:864832" "Current Word: ,\rspd=70\ in"
