*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-03 14:44:29:699776,"Robot State: ,Introduce Nao Started"
2017-11-03 14:44:31:477011,"Robot State: ,Introduce Nao Ended"
2017-11-03 14:44:32:745983,"Robot State: ,Looking at The Book"
2017-11-03 14:44:33:288256,"Robot State: ,TaskONE Selected"
2017-11-03 14:44:34:328219,"Robot State: ,Looking at The Book"
2017-11-03 14:44:36:528370,"Robot State: ,Reading Mode Started"
2017-11-03 14:44:41:048853,"Position: x: 0.204577058554
y: 0.0954747125506
z: 0.247774735093
x: 0.0164052527398
y: 0.327264070511
z: -0.0755550041795
w: 1.0"
2017-11-03 14:44:41:050681,"Current Word: ,\rspd=70\  HEY!		"
2017-11-03 14:44:41:610024,"Position: x: 0.204437404871
y: 0.100520215929
z: 0.247935831547
x: 0.0125062521547
y: 0.32728689909
z: -0.0496284142137
w: 1.0"
2017-11-03 14:44:41:610228,"Current Word: ,\rspd=70\  would you"
2017-11-03 14:44:42:908695,"Position: x: 0.207889989018
y: 0.104756250978
z: 0.257933557034
x: 0.0150038767606
y: 0.279033213854
z: -0.027709107846
w: 1.0"
2017-11-03 14:44:42:910027,"Current Word: ,\rspd=70\ like"
2017-11-03 14:44:44:148650,"Position: x: 0.207648575306
y: 0.0963493064046
z: 0.256381243467
x: 0.00533209834248
y: 0.28559038043
z: -0.0675560161471
w: 1.0"
2017-11-03 14:44:44:148992,"Current Word: ,\rspd=70\ to know"
2017-11-03 14:44:45:426501,"Position: x: 0.206079021096
y: 0.0885388553143
z: 0.252232789993
x: 0.00156086392235
y: 0.304552614689
z: -0.106002010405
w: 1.0"
2017-11-03 14:44:45:426767,"Current Word: ,\rspd=70\ a"
2017-11-03 14:44:46:670177,"Position: x: 0.206466674805
y: 0.080862827599
z: 0.25368386507
x: 0.00416037533432
y: 0.296591252089
z: -0.142749875784
w: 1.0"
2017-11-03 14:44:46:670102,"Current Word: ,\rspd=70\ secret?		"
2017-11-03 14:44:47:548730,"Position: x: 0.202474266291
y: 0.102707840502
z: 0.244294568896
x: 0.0158257186413
y: 0.345654278994
z: -0.0379257276654
w: 1.0"
2017-11-03 14:44:47:549612,"Current Word: ,\rspd=70\ well"
2017-11-03 14:44:48:827696,"Position: x: 0.203920155764
y: 0.104233443737
z: 0.248084396124
x: 0.01294566039
y: 0.327137678862
z: -0.0300861243159
w: 1.0"
2017-11-03 14:44:48:828078,"Current Word: ,\rspd=70\ everyone"
2017-11-03 14:44:50:132404,"Position: x: 0.203501790762
y: 0.0963671058416
z: 0.246298775077
x: 0.00406627589837
y: 0.334575682878
z: -0.0690343901515
w: 1.0"
2017-11-03 14:44:50:132762,"Current Word: ,\rspd=70\ thinks"
2017-11-03 14:44:51:409417,"Position: x: 0.202325955033
y: 0.0878185108304
z: 0.24335321784
x: 0.00765355024487
y: 0.347973555326
z: -0.111218065023
w: 1.0"
2017-11-03 14:44:51:409568,"Current Word: ,\rspd=70\ I am"
2017-11-03 14:44:52:628636,"Position: x: 0.201504588127
y: 0.08040574193
z: 0.242046415806
x: 0.0072791413404
y: 0.353026241064
z: -0.149058371782
w: 1.0"
2017-11-03 14:44:52:629084,"Current Word: ,\rspd=70\ only			"
2017-11-03 14:44:53:568398,"Position: x: 0.197332009673
y: 0.105992488563
z: 0.233841240406
x: 0.0178730674088
y: 0.39867451787
z: -0.0223956461996
w: 1.0"
2017-11-03 14:44:53:569335,"Current Word: ,\rspd=70\  big"
