*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
2017-11-03 14:43:40:635376,"Robot State: ,Introduce Nao Started"
2017-11-03 14:43:42:214641,"Robot State: ,Introduce Nao Ended"
2017-11-03 14:43:43:447676,"Robot State: ,Looking at The Book"
2017-11-03 14:43:44:085787,"Robot State: ,TaskONE Selected"
2017-11-03 14:43:45:108299,"Robot State: ,Looking at The Book"
2017-11-03 14:43:47:321619,"Robot State: ,Reading Mode Started"
2017-11-03 14:43:51:711020,"Current Word: ,\rspd=70\  HEY!		"
2017-11-03 14:43:51:710872,"Position: x: 0.20220926404
y: 0.105753816664
z: 0.243530765176
x: 0.0180375296623
y: 0.349832832813
z: -0.0215959344059
w: 1.0"
2017-11-03 14:43:52:351366,"Position: x: 0.201282054186
y: 0.116369366646
z: 0.244081795216
x: 0.0100027769804
y: 0.348658025265
z: 0.0321739129722
w: 1.0"
2017-11-03 14:43:52:353529,"Current Word: ,\rspd=70\  would you"
2017-11-03 14:43:53:770594,"Position: x: 0.203901261091
y: 0.118387542665
z: 0.251075565815
x: 0.00151543377433
y: 0.314228951931
z: 0.0420711264014
w: 1.0"
2017-11-03 14:43:53:771569,"Current Word: ,\rspd=70\ like"
2017-11-03 14:43:55:201634,"Current Word: ,\rspd=70\ to know"
2017-11-03 14:43:55:202057,"Position: x: 0.204762578011
y: 0.107745967805
z: 0.250701695681
x: -0.00312923733145
y: 0.314725190401
z: -0.00929023325443
w: 1.0"
2017-11-03 14:43:56:673981,"Position: x: 0.204912722111
y: 0.0969820618629
z: 0.249323993921
x: 0.00312259583734
y: 0.319943904877
z: -0.0624800808728
w: 1.0"
2017-11-03 14:43:56:675954,"Current Word: ,\rspd=70\ a"
2017-11-03 14:43:58:170647,"Position: x: 0.205491840839
y: 0.0854495614767
z: 0.25062033534
x: 0.00619050720707
y: 0.311961144209
z: -0.118943288922
w: 1.0"
2017-11-03 14:43:58:171684,"Current Word: ,\rspd=70\ secret?		"
2017-11-03 14:43:59:271663,"Position: x: 0.19566732645
y: 0.118138477206
z: 0.233006685972
x: 0.0065033105202
y: 0.405073463917
z: 0.0427840389311
w: 1.0"
2017-11-03 14:43:59:272136,"Current Word: ,\rspd=70\ well"
2017-11-03 14:44:00:731003,"Position: x: 0.19926661253
y: 0.118874870241
z: 0.240597814322
x: 0.000290080904961
y: 0.366591393948
z: 0.0459713600576
w: 1.0"
2017-11-03 14:44:00:731545,"Current Word: ,\rspd=70\ everyone"
2017-11-03 14:44:02:191126,"Current Word: ,\rspd=70\ thinks"
2017-11-03 14:44:02:191315,"Position: x: 0.19991903007
y: 0.107421308756
z: 0.238986715674
x: 0.00293851643801
y: 0.372869372368
z: -0.0112822055817
w: 1.0"
2017-11-03 14:44:03:671043,"Position: x: 0.200824052095
y: 0.0966484546661
z: 0.239430636168
x: 0.00632282299921
y: 0.368758678436
z: -0.0656779482961
w: 1.0"
2017-11-03 14:44:03:671665,"Current Word: ,\rspd=70\ I am"
2017-11-03 14:44:05:158815,"Position: x: 0.201068714261
y: 0.0851455628872
z: 0.239765420556
x: 0.00584911275655
y: 0.365133941174
z: -0.123179912567
w: 1.0"
2017-11-03 14:44:05:159357,"Current Word: ,\rspd=70\ only			"
2017-11-03 14:44:06:331989,"Position: x: 0.191716939211
y: 0.121156536043
z: 0.22617174685
x: 0.00405567884445
y: 0.441111415625
z: 0.0596410371363
w: 1.0"
2017-11-03 14:44:06:332382,"Current Word: ,\rspd=70\  big"
2017-11-03 14:44:07:471777,"Position: x: 0.193267479539
y: 0.122338026762
z: 0.22952118516
x: -0.000471141247544
y: 0.423895657063
z: 0.0654453113675
w: 1.0"
2017-11-03 14:44:07:472293,"Current Word: ,\rspd=70\ and"
2017-11-03 14:44:08:656906,"Current Word: ,\rspd=70\ cute"
2017-11-03 14:44:08:656595,"Position: x: 0.194596812129
y: 0.114394009113
z: 0.22986727953
x: -0.00611880607903
y: 0.420667737722
z: 0.0251271724701
w: 1.0"
2017-11-03 14:44:09:871969,"Position: x: 0.194827228785
y: 0.10803720355
z: 0.22881129384
x: 0.00131060264539
y: 0.424717873335
z: -0.00857174862176
w: 1.0"
2017-11-03 14:44:09:872259,"Current Word: ,\rspd=70\ but"
2017-11-03 14:44:11:112553,"Position: x: 0.19554528594
y: 0.09928689152
z: 0.229360967875
x: 0.00568793248385
y: 0.420084387064
z: -0.0539839603007
w: 1.0"
2017-11-03 14:44:11:112837,"Current Word: ,\rspd=70\ really"
2017-11-03 14:44:12:349026,"Current Word: ,\rspd=70\ I am"
2017-11-03 14:44:12:348844,"Position: x: 0.195865273476
y: 0.0908022150397
z: 0.228987380862
x: 0.00454900925979
y: 0.420263767242
z: -0.0978390201926
w: 1.0"
2017-11-03 14:44:13:552114,"Position: x: 0.196185782552
y: 0.0826517045498
z: 0.22974345088
x: 0.011046493426
y: 0.414784103632
z: -0.139682680368
w: 1.0"
2017-11-03 14:44:13:552572,"Current Word: ,\rspd=70\ the 		"
2017-11-03 14:44:14:750195,"Position: x: 0.1849578619
y: 0.118531607091
z: 0.213834702969
x: 0.00362937990576
y: 0.506119072437
z: 0.0474090091884
w: 1.0"
2017-11-03 14:44:14:750340,"Current Word: ,\rspd=70\ bravest"
2017-11-03 14:44:16:250746,"Current Word: ,\rspd=70\  human"
2017-11-03 14:44:16:250397,"Position: x: 0.18798674643
y: 0.118988029659
z: 0.219076231122
x: 0.00269937841222
y: 0.478206157684
z: 0.0496879070997
w: 1.0"
2017-11-03 14:44:17:729480,"Position: x: 0.18931722641
y: 0.107694916427
z: 0.218822747469
x: 0.00523522170261
y: 0.476815521717
z: -0.0109668932855
w: 1.0"
2017-11-03 14:44:17:729832,"Current Word: ,\rspd=70\ there"
2017-11-03 14:44:19:211017,"Position: x: 0.190342545509
y: 0.0970171764493
z: 0.219131112099
x: 0.00995070766658
y: 0.472678422928
z: -0.0679515972733
w: 1.0"
2017-11-03 14:44:19:211260,"Current Word: ,\rspd=70\ ever"
2017-11-03 14:44:20:730232,"Current Word: ,\rspd=70\ was "
2017-11-03 14:44:20:730472,"Position: x: 0.190118670464
y: 0.0856346189976
z: 0.218627274036
x: 0.0148960622028
y: 0.472863256931
z: -0.12810190022
w: 1.0"
2017-11-03 14:44:22:145998,"Robot State: ,Looking at The Book"
