*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-27 14:26:40:559927,Child Name:,Child Name
2017-11-27 14:26:40:565964,On or OFF:,Face Tracking is OFF
2017-11-27 14:26:41:268864,On or OFF:,Face Tracking is ON
2017-11-27 14:26:42:272894,Robot State:,Introduce Nao Started
2017-11-27 14:26:44:890352,Robot State:,Introduce Nao Ended
2017-11-27 14:26:45:500026,On or OFF:,Face Tracking is OFF
2017-11-27 14:26:46:515515,Robot State:,Looking at The Book
2017-11-27 14:26:47:236966,Robot State:,TaskONE Selected
2017-11-27 14:26:48:259906,Robot State:,Looking at The Book
2017-11-27 14:26:48:775103,Current State of Reading: ,False
2017-11-27 14:26:48:781575,Current State of Reading: ,Waiting for Red-card
2017-11-27 14:26:50:754037,Robot State:,Reading Mode Started
2017-11-27 14:26:55:376831,Robot Hand Pose: ,"x: 0.204971015453
y: 0.0601076260209
z: 0.253206282854
x: 0.0124397426844
y: 0.295882791281
z: -0.242522954941
w: 1.0"
2017-11-27 14:26:55:377189,Current Word:,\rspd=70\  POOF!		
2017-11-27 14:26:55:903802,Robot Hand Pose: ,"x: 0.205039769411
y: 0.0611977614462
z: 0.253239452839
x: 0.0124372253194
y: 0.295944064856
z: -0.237579971552
w: 1.0"
2017-11-27 14:26:55:903948,Current Word:,\rspd=70\  That
2017-11-27 14:26:56:842449,Robot Hand Pose: ,"x: 0.20563210547
y: 0.0670425146818
z: 0.252901136875
x: 0.0083674499765
y: 0.298376321793
z: -0.208771884441
w: 1.0"
2017-11-27 14:26:56:843086,Current Word:,\rspd=70\ goofy
2017-11-27 14:26:57:778389,Robot Hand Pose: ,"x: 0.205403998494
y: 0.065364010632
z: 0.252951681614
x: 0.00608515692875
y: 0.297889083624
z: -0.216778934002
w: 1.0"
2017-11-27 14:26:57:779552,Current Word:,\rspd=70\  giraffe
2017-11-27 14:26:58:698689,Current Word:,\rspd=70\ was
2017-11-27 14:26:58:698773,Robot Hand Pose: ,"x: 0.204191625118
y: 0.0597799606621
z: 0.25242960453
x: 0.0068022320047
y: 0.299677282572
z: -0.244026079774
w: 1.0"
2017-11-27 14:26:59:598416,Robot Hand Pose: ,"x: 0.203537687659
y: 0.0545928068459
z: 0.252417445183
x: 0.00816428754479
y: 0.298959255219
z: -0.269797503948
w: 1.0"
2017-11-27 14:26:59:599379,Current Word:,\rspd=70\ gone
2017-11-27 14:27:00:499872,Current Word:,\rspd=70\ in
2017-11-27 14:27:00:500079,Robot Hand Pose: ,"x: 0.201987475157
y: 0.0497684441507
z: 0.250724166632
x: 0.00598597386852
y: 0.306340485811
z: -0.294423520565
w: 1.0"
2017-11-27 14:27:01:417068,Robot Hand Pose: ,"x: 0.201070129871
y: 0.0446022599936
z: 0.250954687595
x: 0.00905195251107
y: 0.304496854544
z: -0.320138126612
w: 1.0"
2017-11-27 14:27:01:417647,Current Word:,\rspd=70\ a		
