*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 18:29:27:285136,Child Name:,Child Name
2017-11-20 18:29:27:296368,On or OFF:,Face Tracking is OFF
2017-11-20 18:29:27:927486,On or OFF:,Face Tracking is ON
2017-11-20 18:29:28:929588,Robot State:,Introduce Nao Started
2017-11-20 18:29:31:564946,Robot State:,Introduce Nao Ended
2017-11-20 18:29:32:040333,On or OFF:,Face Tracking is OFF
2017-11-20 18:29:33:050939,Robot State:,Looking at The Book
2017-11-20 18:29:33:862859,Robot State:,TaskONE Selected
2017-11-20 18:29:34:873601,Robot State:,Looking at The Book
2017-11-20 18:29:35:391195,Current State of Reading: ,False
2017-11-20 18:29:35:396075,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:29:37:085734,Robot State:,Reading Mode Started
2017-11-20 18:29:41:752843,Robot Hand Pose: ,"x: 0.206835836172
y: 0.102359451354
z: 0.255025625229
x: 0.0186863895506
y: 0.292822688818
z: -0.0403206124902
w: 1.0"
2017-11-20 18:29:41:753668,Current Word:,\rspd=70\  HOOT
2017-11-20 18:29:44:273591,Robot Hand Pose: ,"x: 0.213059559464
y: 0.0824082568288
z: 0.273659616709
x: 0.00422425474972
y: 0.201767086983
z: -0.130973428488
w: 1.0"
2017-11-20 18:29:44:274636,Current Word:,\rspd=70\ HOOT		
2017-11-20 18:29:45:191893,Robot Hand Pose: ,"x: 0.20757496357
y: 0.106773078442
z: 0.258401423693
x: 0.0180893409997
y: 0.277000397444
z: -0.0165952146053
w: 1.0"
2017-11-20 18:29:45:192389,Current Word:,\rspd=70\  Don't
2017-11-20 18:29:46:393378,Current Word:,\rspd=70\ listen
2017-11-20 18:29:46:393476,Robot Hand Pose: ,"x: 0.208700090647
y: 0.108314067125
z: 0.262511253357
x: 0.0163812749088
y: 0.257534533739
z: -0.00892586819828
w: 1.0"
2017-11-20 18:29:47:593680,Current Word:,\rspd=70\ to
2017-11-20 18:29:47:594091,Robot Hand Pose: ,"x: 0.209295272827
y: 0.101175136864
z: 0.262473285198
x: 0.00770016293973
y: 0.256787627935
z: -0.0423126295209
w: 1.0"
2017-11-20 18:29:48:794258,Current Word:,\rspd=70\ that
2017-11-20 18:29:48:793057,Robot Hand Pose: ,"x: 0.208998337388
y: 0.0928521379828
z: 0.261465728283
x: 0.00182609003969
y: 0.26065453887
z: -0.0819669216871
w: 1.0"
2017-11-20 18:29:49:992418,Current Word:,\rspd=70\ tiny
2017-11-20 18:29:49:992493,Robot Hand Pose: ,"x: 0.208870723844
y: 0.0849351733923
z: 0.261024802923
x: 0.00585257448256
y: 0.261919289827
z: -0.12007060647
w: 1.0"
2017-11-20 18:29:51:193402,Robot Hand Pose: ,"x: 0.208464711905
y: 0.0774610191584
z: 0.26060166955
x: 0.00710942549631
y: 0.263145804405
z: -0.156559824944
w: 1.0"
2017-11-20 18:29:51:193852,Current Word:,\rspd=70\ little
2017-11-20 18:29:51:999370,Detected Cards: ,RED Card Detected
2017-11-20 18:29:52:954212,Current State of Reading: ,Correcting Mode
2017-11-20 18:29:52:973265,Robot State:,Reaction Mode Started
2017-11-20 18:30:00:909117,Robot State:,Looking at The Book
2017-11-20 18:30:05:669383,Robot State:,Looking at The Book
2017-11-20 18:30:06:228385,Robot State:,Reaction Mode Ended
